number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:01.828770,0.0056609926348142065,0.047988275417942594,0.3308375823770611,0.06045858375468774,55,59,0.3620132365609624
1,0 days 00:00:01.402231,0.017733480333482224,0.17181297873481766,0.05814501429841471,0.05110290892693999,148,39,0.8368367449871101
2,0 days 00:00:00.812924,0.031207226008377806,0.2827869677313503,0.7542637584353348,0.037904888950885944,35,31,0.3401697218815306
3,0 days 00:00:01.396828,0.3413928513300019,0.14332820868732352,4.7450026718621965,0.33536121019286175,169,39,0.3838203914907533
4,0 days 00:00:03.228414,0.0678897897837791,0.29500524098981545,5.570440263289849,0.005074144584042673,161,60,0.034782434658284095
5,0 days 00:00:01.110396,0.028517392215957546,0.057239381755110785,0.2413377577948495,0.02042471481868152,111,10,0.35145297996216196
6,0 days 00:00:01.110495,0.031249231788416456,0.22712979440459785,0.006313760961842023,0.22130255032647508,119,24,0.008688393895174439
7,0 days 00:00:00.594128,0.06753002729285636,0.30409839120171844,6.498870132487795,0.49334729202797684,26,60,8.232573171576536
8,0 days 00:00:00.877648,0.0384384318667258,0.018825960778910425,41.42555619569505,0.26138892511640066,73,22,3.39580156874778
9,0 days 00:00:01.327269,0.07016774283046838,0.02674222236727888,217.31579037890498,0.12246696396344972,182,43,0.09962954374268877
10,0 days 00:00:01.557071,0.022796411639097906,0.02207524677015655,0.02950266413003133,0.009930760328470782,107,35,487.10458945660884
11,0 days 00:00:00.903607,0.17862644562407842,0.17994616881896353,13.03110203371924,0.25709215833807164,52,36,0.029790851705135967
12,0 days 00:00:03.295259,0.2782321962052988,0.015393967874804385,330.6679535894783,0.009550907728036883,141,36,0.24275280595926402
13,0 days 00:00:01.746822,0.17333579634652288,0.2452243442766511,340.6360234883953,0.01675443182929047,256,31,0.5476763531639967
14,0 days 00:00:04.951297,0.012501324809941481,0.02140781182054752,0.8454765513016717,0.014115248377628333,430,27,148.79949963625012
15,0 days 00:00:00.630669,0.3325996379186997,0.03767807172914497,776.7645083551257,0.11860049289745958,37,53,0.001902690205334861
16,0 days 00:00:02.506613,0.02643061977817894,0.04393050386246785,0.0056694167502778885,0.05048709618570583,246,5,195.46048982472396
17,0 days 00:00:02.555823,0.008622537976297282,0.012395619407681913,0.02321423422539037,0.1054087396702955,197,14,0.15033882693977818
18,0 days 00:00:00.389522,0.016628021379458565,0.14248655463587917,250.04322919096103,0.05548149753659963,24,61,0.13221580566993035
19,0 days 00:00:01.120675,0.15483771627135046,0.053856491925122416,3.7816703290470612,0.00999915593259728,49,11,1.3709046076157188
