number,duration,params_fair_weight,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:11.082549,0.03241196605859739,0.012933172644781962,0.010106529619905233,0.018349509386705726,25,5,0.34819534897032034
1,0 days 00:01:17.959926,0.7324505230046128,0.2864653448912826,0.25673332801363663,0.4069718463951411,429,51,0.015953308590930467
2,0 days 00:00:36.792956,0.968431251090942,0.013269250128087592,0.0916822212739852,0.03349268666788653,144,40,367.0376423004139
3,0 days 00:00:30.721038,0.5610172510682487,0.43662864153802855,0.2228598058887951,0.42568722561667427,117,39,0.34770879729514004
4,0 days 00:00:57.683193,0.8452227170993438,0.046887881724575246,13.261690681715885,0.04573522181592724,260,50,0.0021745455553844983
5,0 days 00:00:19.288508,0.2248738156984222,0.028376226109876303,172.03417644074636,0.38860007084115533,42,60,0.6318023161205645
6,0 days 00:00:13.972029,0.3893297734435175,0.04716400783198157,250.3234578975785,0.0013728655459641901,25,41,32.088276066027795
7,0 days 00:00:14.328698,0.3887632782709304,0.10038397370512347,0.043572015837514404,0.474807549518996,28,34,10.785763017218068
8,0 days 00:00:14.351483,0.9503712931225536,0.08392543790191562,0.0043620155694867255,0.0038592882458543896,25,62,0.09239008674272287
9,0 days 00:00:16.944362,0.8323879251264449,0.053944971022705596,0.04180645426329686,0.0012468583380710054,33,42,0.09980750546635249
