,acc,roc,eq_loss,eod,spd
0,0.8472876151484136,0.9252567078703322,0.26861127781166333,0.12024500322372655,0.4058038962088756
1,0.832343909928352,0.9203995200633523,0.27964124147147484,0.15978653272641663,0.43400574515520496
2,0.8241195741195741,0.9283454861368935,0.30397864436348443,0.19228362877997918,0.4559928409708959
3,0.8390663390663391,0.9273144747153513,0.29133541057629175,0.19861111111111118,0.4307120890156101
4,0.8368140868140869,0.928958224034399,0.2843610215320059,0.10474644403215838,0.4448177071299848
5,0.8409090909090909,0.9260252190206109,0.3114557030840707,0.2303739145844409,0.4301946697441066
6,0.8312858312858313,0.9263857637772779,0.24850207396263765,0.19348252846486058,0.44971304197770023
7,0.8063063063063063,0.9082338055441959,0.18473349120053434,0.2909090909090909,0.5050205924895381
8,0.8462325962325963,0.9274858689178881,0.29787567047114116,0.09971929501633614,0.37748144470959927
9,0.8237100737100738,0.9148543520534398,0.2806904231630074,0.3059628543499511,0.48220150129017125
