number,duration,params_C,params_Kmin,params_alpha,params_max_iter,params_n_iterations
88,0 days 00:01:09.580820,0.024223985994793515,49,0.5195877269158716,10,38
89,0 days 00:00:19.126384,0.0019211039098851904,15,0.46898803694951374,10,16
90,0 days 00:00:30.659363,0.004411990609946144,11,0.5965931760966864,10,31
91,0 days 00:00:44.522828,0.012751077438862045,12,0.1320181580465988,10,45
92,0 days 00:00:13.807143,0.017574260484911213,31,0.2571064158196082,10,10
93,0 days 00:00:19.447482,0.964703499538552,24,0.7445316307877391,10,14
94,0 days 00:00:23.593375,0.876962282768065,25,0.48161832598614907,10,21
95,0 days 00:00:18.509253,0.3001582877721636,11,0.32184453015697245,10,12
96,0 days 00:00:16.743410,0.00010838540315668097,42,0.46804600333831103,10,15
97,0 days 00:01:00.102743,0.09061368921070982,28,0.1335270089133827,10,31
98,0 days 00:00:53.379900,0.04622051968928753,10,0.720527943888761,10,47
99,0 days 00:00:47.596759,0.4415525331958698,33,0.16225289446891447,10,38
100,0 days 00:01:07.754183,3935.774342423055,13,0.3348704330893918,10,37
101,0 days 00:00:25.925722,0.1275280459924712,23,0.7688079955740422,10,21
102,0 days 00:00:28.727702,0.026577076052888542,17,0.8030026272748509,10,23
103,0 days 00:00:28.396633,0.016962247637772057,22,0.4634489852731608,10,27
104,0 days 00:00:14.699244,7.101505976653215,46,0.5226513879062925,10,10
105,0 days 00:00:14.324100,0.012526529597511327,10,0.7611924963470503,10,11
106,0 days 00:01:16.433270,66.69064265965618,37,0.628884410853947,10,40
107,0 days 00:00:58.129020,4698.485200543454,28,0.21513571093614756,10,38
108,0 days 00:00:28.055160,0.8948926888009622,41,0.3229216239253748,10,21
109,0 days 00:01:05.848072,0.09108611043462396,17,0.7057299323973822,10,35
110,0 days 00:00:41.440412,0.4204456661150628,39,0.7944958158882387,10,21
111,0 days 00:00:35.237651,494.6688462838351,35,0.7196846172483943,10,17
112,0 days 00:01:01.389176,188.1734826382927,28,0.31624327784397344,10,31
113,0 days 00:00:43.749683,0.00952975942973514,32,0.4537447587586534,10,41
114,0 days 00:00:16.500203,0.004247221006484347,34,0.4663919359598713,10,13
115,0 days 00:00:20.712940,1156.557449642981,40,0.41580494674665525,10,14
116,0 days 00:00:33.354500,0.0018876930863563903,17,0.6654146913814181,10,30
117,0 days 00:00:38.945280,0.7125224642346808,34,0.6645251373466718,10,19
118,0 days 00:00:20.525933,0.012153668652501266,18,0.6439015718488241,10,16
119,0 days 00:00:26.333268,15.0438702202033,39,0.6239770370826146,10,12
120,0 days 00:00:54.832048,2454.5272681891734,18,0.48138422579012763,10,25
121,0 days 00:00:43.666335,3.36942027248838,39,0.7789924221844755,10,19
122,0 days 00:01:10.094274,1276.2899395468187,45,0.714122405984961,10,47
123,0 days 00:00:55.333315,0.6208842691423582,18,0.4159030053097028,10,37
124,0 days 00:00:22.428355,1732.5371191997635,10,0.22481553651135863,10,11
125,0 days 00:00:17.515019,0.0002341467446942768,47,0.16307187955046887,10,10
126,0 days 00:00:15.960746,0.0002597151845284504,24,0.45167645990496386,10,11
127,0 days 00:00:39.974345,0.023265970770626355,23,0.7687243811847861,10,22
128,0 days 00:01:01.937011,0.00011144293818704697,15,0.8421635362378337,10,49
129,0 days 00:01:14.052893,0.6023685989230004,32,0.8125548269461715,10,32
130,0 days 00:00:25.607877,32.6741176639205,12,0.2311597308463581,10,13
131,0 days 00:00:30.302620,2586.7071215921137,22,0.25057811416422615,10,19
132,0 days 00:00:47.062188,0.022308071563849865,18,0.7637893321253596,10,26
133,0 days 00:00:57.532536,424.1946930889742,28,0.7993399398268847,10,23
134,0 days 00:01:48.125135,96.648009006844,10,0.5699221457012653,10,47
135,0 days 00:01:29.237418,62.75590910028872,18,0.7523119457544891,10,38
136,0 days 00:00:21.921038,0.4511215682571356,18,0.48087865992814716,10,13
137,0 days 00:00:49.943307,77.75841583832971,33,0.15077618414224006,10,31
138,0 days 00:00:28.483967,0.014364087852719603,32,0.8435930285560117,10,23
139,0 days 00:01:05.132129,7.870704403532633,36,0.36652578739825303,10,32
140,0 days 00:00:35.879406,19.373046973982746,28,0.49907953428684626,10,26
141,0 days 00:00:37.018808,0.035458362640637196,16,0.7238416687941946,10,20
142,0 days 00:00:49.021295,2137.193275027335,29,0.8685678725657547,10,20
143,0 days 00:00:56.128629,50.29886736713965,17,0.13617839632876497,10,36
144,0 days 00:00:25.939979,0.2428386724475256,11,0.6924239365829414,10,16
145,0 days 00:00:57.119769,1.6603413725492273,28,0.8963157320051971,10,23
146,0 days 00:01:07.662057,2.1927878291436684,29,0.4745410502754973,10,41
147,0 days 00:00:23.191170,146.1165546870751,35,0.23617314479814003,10,11
148,0 days 00:00:57.346613,5285.997350829829,39,0.17234123024746184,10,40
149,0 days 00:00:47.504777,96.6387208196772,27,0.6836878928557484,10,19
150,0 days 00:00:29.490168,0.0016354027712391448,37,0.34063990565798186,10,20
151,0 days 00:00:34.320251,4709.788579816718,40,0.6928339728053005,10,20
152,0 days 00:00:26.725586,36.30394645737041,17,0.20565935089284768,10,13
153,0 days 00:00:31.952977,0.002581088088202748,19,0.3126340346746047,10,25
154,0 days 00:00:37.145277,128.79282917116387,12,0.4787495171159445,10,28
155,0 days 00:00:17.994799,0.014775395728757473,25,0.44439934094581557,10,13
156,0 days 00:00:17.340292,0.0067336043657157535,40,0.8297697805519401,10,11
157,0 days 00:00:39.830790,0.001037525077968368,24,0.5586866571372211,10,33
158,0 days 00:01:34.277437,168.62679903781984,28,0.4214374716608975,10,41
159,0 days 00:00:25.354237,93.02679128886362,40,0.6909309035371212,10,10
160,0 days 00:01:12.481775,518.3041922179955,13,0.6932351036107278,10,32
161,0 days 00:00:45.461088,103.59475721466559,39,0.3220191503768398,10,20
162,0 days 00:00:18.062503,0.0028816708503792646,31,0.29780371281681917,10,13
163,0 days 00:00:46.597317,0.07495412521679336,46,0.44859986543499475,10,20
164,0 days 00:00:16.914651,0.00013096978775369028,25,0.6876952038528714,10,10
165,0 days 00:00:32.771981,1.054660610382054,26,0.26489665930265005,10,22
166,0 days 00:00:18.740252,0.01942126550058031,25,0.10858755823560023,10,12
167,0 days 00:00:15.779348,0.00014644215121341892,36,0.3470021249524683,10,11
168,0 days 00:00:45.540914,2.3269676708868037,35,0.5440292150779278,10,19
169,0 days 00:00:50.836934,0.0005178837979055386,12,0.21012668340141882,10,40
170,0 days 00:00:34.013818,28.75143783459099,31,0.7742384792671854,10,14
171,0 days 00:00:59.134029,0.0007213089003410769,34,0.8330458656307156,10,49
172,0 days 00:00:19.387737,0.00020021141102045506,15,0.6110166212991571,10,12
173,0 days 00:00:33.981866,30.011665363167147,34,0.355731484112055,10,13
174,0 days 00:01:10.925548,3.310131451921789,26,0.8705056499701793,10,33
175,0 days 00:00:22.387795,0.016546994507503604,36,0.39089082416316256,10,16
176,0 days 00:00:30.191418,100.0764180271628,36,0.23942991216096365,10,18
177,0 days 00:00:35.134867,0.00021075774332476348,26,0.4250310758271062,10,28
178,0 days 00:01:04.779530,7904.496892480356,33,0.5153231141260454,10,43
179,0 days 00:00:37.493747,0.00038954488781823437,42,0.25179712211129457,10,28
180,0 days 00:00:24.907466,0.09921388296163763,36,0.7389453102000075,10,14
181,0 days 00:01:23.247525,0.02321628591458528,35,0.20701698591190631,10,40
182,0 days 00:00:24.638260,0.01555573821201276,32,0.42047344124039054,10,19
183,0 days 00:00:52.379526,0.6556588365928935,24,0.3921894922445536,10,28
184,0 days 00:00:33.792427,0.3182768748173253,22,0.8914341659313191,10,27
185,0 days 00:00:24.427435,0.004217938537475852,26,0.8494681452620646,10,17
186,0 days 00:00:20.933108,0.1570496553286133,20,0.5103370977359238,10,11
187,0 days 00:00:33.977933,55.92374542164557,36,0.4354139310973245,10,27
188,0 days 00:00:28.314633,55.520852765889394,23,0.8607309162879395,10,11
189,0 days 00:00:48.569088,0.019102893674616872,40,0.8700577299018538,10,47
190,0 days 00:00:22.929177,14.027229091904342,41,0.5748496316737481,10,12
191,0 days 00:00:20.152681,0.005465517652003176,41,0.8179141210379826,10,16
192,0 days 00:00:26.517312,1692.725379793884,41,0.8066577279267043,10,12
193,0 days 00:01:08.196511,189.2586724713048,44,0.7362090138154123,10,36
194,0 days 00:00:37.294842,8152.644365387509,23,0.3588824036353787,10,22
195,0 days 00:00:19.151918,0.2801771101163565,39,0.6251554105283372,10,14
196,0 days 00:00:15.851259,0.00952107988006353,48,0.48004205825498136,10,13
197,0 days 00:00:31.131760,403.9650877986916,35,0.4281780165560195,10,26
198,0 days 00:00:35.975553,0.0006019449836506682,49,0.6291308496232817,10,35
199,0 days 00:00:49.470895,3.401816345738103,13,0.15353168117769622,10,42
200,0 days 00:00:14.907202,0.0017455719184783244,30,0.1059141038271994,10,10
201,0 days 00:00:30.315445,0.004070165667125009,13,0.24309665875824732,10,31
202,0 days 00:00:19.285493,20.304213376498723,16,0.18913270846106808,10,11
203,0 days 00:00:22.241757,4186.217404710824,37,0.8941858778032813,10,10
204,0 days 00:00:15.933113,0.7036532551941985,13,0.5328180063967317,10,11
205,0 days 00:00:30.263439,424.7502476958074,49,0.6998227544356436,10,15
206,0 days 00:00:17.066014,384.5841531319349,38,0.2756816875016239,10,10
207,0 days 00:00:21.551807,45.286677363125236,15,0.6739944499260113,10,10
208,0 days 00:00:51.832935,6099.001094237719,10,0.37836711822356617,10,47
209,0 days 00:00:20.217822,0.0016153047394473154,44,0.3053770814923441,10,19
210,0 days 00:00:39.700436,0.0024166898932733035,30,0.5608947964962063,10,41
211,0 days 00:00:28.991857,0.0702046323821868,22,0.8202255748991578,10,19
212,0 days 00:00:19.469685,0.050882463586468495,18,0.6397117093280356,10,10
213,0 days 00:00:42.415436,0.0002275763886470614,29,0.8720212021796342,10,42
214,0 days 00:01:09.211748,122.55045958757294,45,0.5077116018649788,10,36
215,0 days 00:00:14.534498,0.00858416014731213,36,0.11690589632409046,10,10
216,0 days 00:00:52.302817,0.09744463723514382,24,0.21342003831723427,10,39
217,0 days 00:00:36.579391,1.3365299291836656,45,0.813948226438361,10,22
218,0 days 00:00:21.715118,0.005744811174353136,33,0.7718757955151657,10,18
219,0 days 00:00:32.385725,0.8840209468123917,46,0.25763844820345594,10,26
220,0 days 00:00:22.688347,0.00484828705051421,46,0.43547847113656113,10,18
221,0 days 00:01:00.251905,5174.60931624003,27,0.31511208177839417,10,32
222,0 days 00:00:34.011570,4.297093981182393,43,0.5265781166167923,10,31
223,0 days 00:01:27.554625,220.90350990897494,40,0.7371509914004525,10,47
224,0 days 00:00:44.547508,8.92441453757873,28,0.37707138825278563,10,25
225,0 days 00:00:59.171959,0.585136333467722,26,0.8963994897544261,10,30
226,0 days 00:00:21.985966,2883.7868248188693,24,0.26733710401231026,10,15
227,0 days 00:01:07.901814,0.5604833713042825,26,0.7811323088190928,10,39
228,0 days 00:00:26.365678,775.2449986006638,32,0.7984830740299945,10,13
229,0 days 00:00:38.415093,0.00029077511889676316,47,0.20077748698982614,10,35
230,0 days 00:00:20.085754,0.005222561625624037,29,0.16488940714653166,10,17
231,0 days 00:00:32.766029,0.0005340896808595309,38,0.857581940763202,10,32
232,0 days 00:00:30.647536,0.0016471832087807466,21,0.7899411768694309,10,31
233,0 days 00:00:24.410475,4.948097456960097,34,0.21557226300943882,10,12
234,0 days 00:00:20.843726,0.00022189647669233203,21,0.7222677626924316,10,19
235,0 days 00:00:59.491083,1747.03758428803,13,0.7654683284094207,10,33
236,0 days 00:00:14.798543,1.4608870430890022,48,0.47641846300761903,10,10
237,0 days 00:00:46.282802,790.160653523931,16,0.8638832981774228,10,24
238,0 days 00:00:24.075632,3468.117202232358,36,0.8609215026135819,10,12
239,0 days 00:00:53.337676,0.645414975297393,13,0.11843828020644241,10,43
240,0 days 00:00:37.165649,0.00018381820150149806,48,0.43241063427781734,10,36
241,0 days 00:00:16.566589,0.0036492306818085895,33,0.6474329814052755,10,12
242,0 days 00:00:19.848151,0.004573352448414667,13,0.8391740808092107,10,19
243,0 days 00:00:13.517967,0.0051149352483663025,49,0.1324352252447386,10,10
244,0 days 00:00:35.956361,0.0005070598450170224,11,0.2280310686912654,10,37
245,0 days 00:00:42.781843,6.367315557054257,27,0.1364363476602528,10,34
246,0 days 00:00:27.638121,1653.0172589277563,23,0.45361801733816964,10,25
247,0 days 00:00:26.064122,761.2194925398794,39,0.2603854603755653,10,20
248,0 days 00:00:50.185916,0.04911642622586665,11,0.39779286277703063,10,33
249,0 days 00:00:19.163617,20.636880172276243,23,0.30453777185789993,10,12
250,0 days 00:00:50.447924,54.265789367255735,36,0.7539064958753754,10,27
251,0 days 00:00:29.320994,830.9302424375436,36,0.787045915910926,10,19
252,0 days 00:00:47.050207,2.1693707769475448,31,0.7087864241379686,10,25
253,0 days 00:00:24.222818,0.0032380290385095735,33,0.2238005129683238,10,23
254,0 days 00:00:38.612176,2.9677724104693732,28,0.24547065553823197,10,19
255,0 days 00:00:44.030484,31.35894705344654,47,0.7542934076626638,10,24
256,0 days 00:00:13.377083,0.002988338059272744,23,0.7654085741765309,10,11
257,0 days 00:00:28.218225,0.013845398058019041,23,0.5000436556215472,10,27
258,0 days 00:00:17.244404,5.405579333085066,30,0.401663186887126,10,13
259,0 days 00:00:32.000518,1379.8236642286527,35,0.31403506016883675,10,26
260,0 days 00:00:20.372192,0.7588748641796065,48,0.5871589588937947,10,14
261,0 days 00:00:37.077416,0.007381192773460928,13,0.6496391662785033,10,38
262,0 days 00:00:37.669335,222.18474345368003,19,0.8573675276716457,10,19
263,0 days 00:00:22.655480,1779.698906863587,39,0.23273939985121617,10,17
264,0 days 00:00:54.377260,6.616921539684785,32,0.8872771587773793,10,29
265,0 days 00:00:22.272108,0.8325596616061973,32,0.16401425906932357,10,12
266,0 days 00:00:28.036518,25.617292610410026,43,0.6969786839017147,10,14
267,0 days 00:00:25.912625,0.00014213752017136561,18,0.5804856774597877,10,24
268,0 days 00:00:38.676163,0.03511651202204345,14,0.8700555573839134,10,36
269,0 days 00:00:23.761984,0.00013364523753154752,42,0.4125150756948951,10,23
270,0 days 00:00:42.979832,872.0792127605038,24,0.42487693816765426,10,42
271,0 days 00:01:08.382921,1141.9112577690275,41,0.12358524213154443,10,38
272,0 days 00:00:21.124549,0.6424014978561343,18,0.8575919875310046,10,10
273,0 days 00:01:00.372390,4854.19996924009,17,0.35003670234704753,10,33
274,0 days 00:00:28.297719,1034.9222220949073,19,0.49494471915660276,10,24
275,0 days 00:00:30.689132,0.12854536601015618,43,0.6322106052515395,10,26
276,0 days 00:00:46.734583,1013.124199335204,14,0.6346076936011712,10,26
277,0 days 00:00:24.482010,2105.0685328983673,31,0.867212511756993,10,12
278,0 days 00:00:36.573544,9974.639798952672,42,0.42489468944563236,10,34
279,0 days 00:00:40.888770,2.1459682548300405,46,0.12137014202691923,10,32
280,0 days 00:00:23.069604,19.598788040088117,25,0.19811844548959173,10,17
281,0 days 00:00:47.167363,0.019719274659155416,44,0.38108719393649815,10,25
282,0 days 00:00:37.158475,1190.289621367897,49,0.32739066589233035,10,32
283,0 days 00:00:43.555650,28.839740735454082,15,0.17405475881974652,10,40
284,0 days 00:00:38.204461,0.0019474761629194228,12,0.42060101497272284,10,39
285,0 days 00:01:03.164791,31.570583676182522,43,0.8782618290514264,10,34
286,0 days 00:00:26.696423,6972.558734931379,37,0.6542336602286469,10,14
287,0 days 00:00:30.543497,11.423016171153712,42,0.5377763831914579,10,17
288,0 days 00:01:00.505832,160.28470683737814,19,0.7295498008587655,10,33
289,0 days 00:00:29.829948,12.163097113598695,25,0.7803418155185557,10,15
290,0 days 00:00:24.115588,0.0699536072396827,39,0.6048378381047501,10,12
291,0 days 00:00:37.249882,25.709900571829014,25,0.7848429207123807,10,25
292,0 days 00:00:36.782698,0.014690294938275937,39,0.24083465247997327,10,37
293,0 days 00:00:18.526405,9.350964045157305,36,0.5114701127820668,10,12
294,0 days 00:00:24.333963,0.0032751518674310398,31,0.516391642289351,10,22
295,0 days 00:00:23.950190,0.25119291895094825,36,0.27576422993438554,10,17
296,0 days 00:00:15.899565,0.7233690269148288,29,0.44021759713128306,10,10
297,0 days 00:00:41.418825,0.05606437139414211,31,0.36466470775113224,10,21
298,0 days 00:00:43.136084,9.091216129834237,16,0.8577789335556804,10,22
299,0 days 00:00:50.141138,5.698666438813224,31,0.12619244663600196,10,44
300,0 days 00:01:15.721178,3.199101270420445,48,0.36138666694746724,10,41
301,0 days 00:00:19.677792,0.00010549547024855692,27,0.18290815139254077,10,16
302,0 days 00:00:32.410694,0.0004098772480282605,27,0.4903999348222151,10,33
303,0 days 00:00:51.599874,6.829760991902852,13,0.5583020073690004,10,28
304,0 days 00:00:23.194315,0.16617088393374146,47,0.2386598423340267,10,14
305,0 days 00:00:36.698582,0.06406288237870511,46,0.14899248280449875,10,20
306,0 days 00:00:15.945282,0.02113991287463667,15,0.8526757214318792,10,10
307,0 days 00:00:23.800219,0.01382589812245737,41,0.1429710186459941,10,23
308,0 days 00:00:21.683431,0.004580482755758642,35,0.4849149753411698,10,19
309,0 days 00:00:38.393927,11.926385775830383,26,0.5753970508950056,10,19
310,0 days 00:00:27.861338,97.71980012060413,40,0.708548419986056,10,16
311,0 days 00:00:46.106462,1882.8434553674776,39,0.3370430548287356,10,26
312,0 days 00:00:27.832947,9363.408859555755,10,0.31307534917034685,10,22
313,0 days 00:00:19.975369,29.850029902486266,44,0.5015668511298904,10,15
314,0 days 00:00:41.046092,0.005217266821547957,34,0.6974407894624188,10,40
315,0 days 00:00:34.337161,2884.9573073440656,14,0.541937718799896,10,17
316,0 days 00:01:14.615632,33.957920111737295,31,0.10444642912178033,10,47
317,0 days 00:00:32.359017,0.07736145689980778,34,0.8679983993396795,10,27
318,0 days 00:00:29.196024,0.0017238427252430108,42,0.44685736497355033,10,25
319,0 days 00:00:28.094992,6570.763707923687,17,0.6793222917055715,10,17
320,0 days 00:01:33.394681,143.19666978682415,32,0.8082892138077238,10,49
321,0 days 00:00:36.976261,0.0008948407692889195,38,0.13825341802597535,10,36
322,0 days 00:00:33.599392,0.039609130226706604,25,0.6777280160359046,10,16
323,0 days 00:00:21.133186,1.4520875134385014,12,0.5210108333342739,10,16
324,0 days 00:00:19.822358,0.00038351094659990365,14,0.23434477419594757,10,18
325,0 days 00:00:33.579613,17.693972670325035,31,0.630832828030361,10,16
326,0 days 00:00:35.221533,0.021230764530314247,21,0.5173312340250732,10,26
327,0 days 00:00:25.983464,7.31411362076903,10,0.20043674936818984,10,17
328,0 days 00:00:41.197335,129.32799136754005,15,0.36837624911850386,10,22
329,0 days 00:00:22.099798,0.004927128776427833,23,0.477018525909198,10,18
330,0 days 00:00:34.107519,0.19887165299247936,36,0.5264547346880073,10,27
331,0 days 00:00:31.666782,0.01665377533234571,21,0.8597922204908576,10,31
332,0 days 00:00:37.947040,0.0007103503212523518,28,0.7188116704274333,10,37
333,0 days 00:00:26.927733,0.04494458072241011,10,0.8650998715756,10,20
334,0 days 00:00:26.563467,0.145229082605104,48,0.6914526538882392,10,21
335,0 days 00:01:07.674765,16.046308252091627,23,0.3373652252030498,10,36
336,0 days 00:00:24.740110,136.525637961683,36,0.7352194745317432,10,11
337,0 days 00:00:34.791815,16.85927648432885,13,0.5608413321935944,10,18
338,0 days 00:00:12.991170,0.00108441761538566,22,0.30678773155193273,10,11
339,0 days 00:00:22.989268,2279.132933349459,28,0.37207919390157385,10,11
340,0 days 00:00:50.654773,1.5984067087929452,36,0.3076242481792824,10,49
341,0 days 00:00:37.116859,0.0445499256039469,26,0.4827354709386399,10,19
342,0 days 00:00:32.331526,38.882355431926044,41,0.511945389011622,10,17
343,0 days 00:00:20.572298,0.03486666735518879,30,0.8839619616106414,10,15
344,0 days 00:00:30.145090,3.4121393023126347,29,0.6721063792384241,10,15
345,0 days 00:01:20.126157,23.90269914185754,45,0.8985474974020377,10,42
346,0 days 00:00:36.961505,1.5992525975123446,19,0.7453549067996216,10,29
347,0 days 00:00:28.341293,0.40948836739494093,14,0.1384049880095967,10,16
348,0 days 00:00:37.542914,0.06267257440619886,43,0.8594477494889291,10,33
349,0 days 00:00:21.481952,7367.9543634228285,31,0.7408817186618649,10,11
350,0 days 00:00:39.113805,15.974906291806127,13,0.2213766690926022,10,21
351,0 days 00:00:43.876549,3.958055274722759,23,0.33944126180307577,10,24
352,0 days 00:00:49.251625,2.4351341870204375,35,0.2150512255100269,10,36
353,0 days 00:00:19.787655,0.2209441038467888,25,0.2992071840002225,10,10
354,0 days 00:00:13.369399,0.006463334872824079,33,0.14582457478441224,10,10
355,0 days 00:01:09.414036,6769.73727594907,33,0.29997546078404935,10,45
356,0 days 00:00:12.646283,0.0006296981004750939,12,0.46331868731912085,10,11
357,0 days 00:00:19.241592,119.01251440143699,28,0.15693369856945943,10,10
358,0 days 00:00:13.666933,0.001053506283073818,15,0.8620472706057786,10,11
359,0 days 00:00:29.408450,0.022076985705609828,31,0.6990988340186227,10,27
