number,duration,params_learning_rate,params_min_child_weight,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:27.022202,0.06832745237303414,0.00758726140419104,145,21,0.0013094433809407767
1,0 days 00:00:00.982318,0.09940471661353976,98.84500322887338,69,22,248.77641998618728
2,0 days 00:00:15.746029,0.06717905038028382,0.0803894695634873,44,50,5.635546334493455
3,0 days 00:00:03.022703,0.0411359815823594,2.798626782062194,159,3,81.24510168819641
4,0 days 00:00:04.535438,0.028265271625685703,16.66420801685249,44,15,2.2158793062511513
5,0 days 00:00:06.632139,0.17920218634221605,0.6502411054348626,22,46,0.0055477835202071245
6,0 days 00:00:00.088370,0.4003936036354219,266.353596347806,22,53,0.0010395041450046798
7,0 days 00:00:08.963857,0.34309779681741576,0.0019470390082569032,20,59,0.004639634703546699
8,0 days 00:00:00.228907,0.011339734465340662,112.37182328806134,34,16,0.22369713907363503
9,0 days 00:02:20.681495,0.4237297534528415,0.35389504034483604,427,34,51.11328480423165
10,0 days 00:00:00.188644,0.015134873631789336,0.001803910370293169,40,7,929.430114089869
11,0 days 00:00:26.841537,0.01278176060264447,0.3082207951608347,267,62,212.9587278703329
12,0 days 00:01:04.808076,0.2717654981279895,0.0117056258202385,241,24,14.808868332479163
13,0 days 00:00:07.208352,0.16266305791018038,4.886839718111069,20,36,2.1404359162261293
14,0 days 00:00:00.929918,0.024339064725843924,0.00581592676952751,34,2,0.0013136458363160316
15,0 days 00:03:08.906234,0.013037682984472762,10.138291524366334,420,41,0.43204943311399785
16,0 days 00:00:12.898677,0.013064860158248221,303.4295785210455,372,4,20.113213524272123
17,0 days 00:00:04.543054,0.037793548222162514,414.43351043224214,160,22,0.2345017530243965
18,0 days 00:00:58.777375,0.08932961021136875,0.17931275901069263,120,45,0.5258240706420504
19,0 days 00:00:02.882773,0.10111711125523735,517.5157345234945,197,58,0.027958639357127304
20,0 days 00:00:23.788418,0.4224952316411239,0.7004990702429973,142,59,366.7226211822723
21,0 days 00:00:06.189055,0.0683167395316673,50.380004481493984,38,43,0.10008829788513468
22,0 days 00:00:05.340533,0.48752733532965736,662.7477971652061,338,16,0.11436953374333668
23,0 days 00:00:05.261572,0.08594048118215143,4.8997879695500055,38,10,0.01962786531532132
24,0 days 00:01:10.259440,0.10611469430017233,19.194293175175144,250,61,4.807185651252077
25,0 days 00:00:16.313792,0.15648204982948755,37.6222461801885,116,27,51.6016950754018
26,0 days 00:00:01.737977,0.13989292608328815,495.1214628922638,71,23,632.7635728010257
27,0 days 00:00:09.483494,0.43058181503686543,0.08776195032392146,41,32,96.15008122647535
28,0 days 00:00:01.550454,0.17451894798120998,240.3188170524944,34,5,1.8038365582129932
29,0 days 00:00:02.495390,0.014594412849519208,0.0823801114917213,41,19,557.6849660186723
30,0 days 00:00:12.319284,0.2847921410345617,192.56180987885784,282,41,0.0017243615305753673
31,0 days 00:00:05.492640,0.020719487937040915,0.11144183087773912,84,8,717.485674755335
32,0 days 00:00:04.332853,0.3004518621339916,37.937998365739574,23,48,3.5354629080251674
33,0 days 00:00:07.709716,0.47864468727963255,26.10838384867429,27,22,0.0040075100260154655
34,0 days 00:00:59.899815,0.18213106017093675,0.16815691010651668,257,22,93.01725224409432
35,0 days 00:00:20.567758,0.08107767863018467,17.254521341770385,230,7,17.152076182936696
36,0 days 00:01:55.782815,0.03712512767230526,0.11261877309021688,247,46,0.0011365357877762415
37,0 days 00:00:26.467331,0.09432335087770315,0.009184966345705389,184,62,335.80728728922725
38,0 days 00:02:20.951789,0.011609951257644191,6.857111411977379,365,37,5.244018031471596
39,0 days 00:00:13.863628,0.018902507961924914,12.950284993548149,186,7,180.7920789369386
40,0 days 00:00:17.285525,0.060937897711729076,0.0011015424768750235,38,43,1.1074790782858708
41,0 days 00:00:03.248175,0.09479919748375311,0.040391635580253514,27,11,2.5070281430465413
42,0 days 00:03:32.892139,0.13542893369183326,1.7220115110407839,362,57,0.00188254918999618
43,0 days 00:03:25.844783,0.12716615552669489,2.521893442360929,479,39,0.01464250981008883
44,0 days 00:00:01.729307,0.05897498342869951,318.60461668727686,48,51,0.005192430285830284
45,0 days 00:00:05.501513,0.48892967515504865,39.11034226683952,45,20,89.55142722983643
46,0 days 00:00:01.501989,0.06510619120304878,0.0781957240471421,45,3,124.38316917143715
47,0 days 00:00:13.033258,0.04659871767551266,142.0420771181839,239,43,44.28809937092381
48,0 days 00:00:02.100012,0.07835884205825082,18.068049396407027,28,7,508.4337001615421
49,0 days 00:00:59.726390,0.057122316065002676,0.2545963163279176,463,40,468.19643755803736
50,0 days 00:00:03.942680,0.03172130059210482,3.5192780074493193,80,4,564.0663009407749
51,0 days 00:00:54.350145,0.0423844532444589,0.021590650686389885,167,31,0.0012817268255685206
52,0 days 00:01:48.954964,0.16669426381324778,0.044984497524453076,249,43,0.008852682745676105
53,0 days 00:00:02.154246,0.04732645737682591,0.006613668384253112,26,7,531.5734231049047
54,0 days 00:00:04.568188,0.18056291283031312,373.0303583186537,121,23,0.2577380483239814
55,0 days 00:02:00.423490,0.011175688278029776,9.713969796157068,226,48,0.08868838859332509
56,0 days 00:01:18.558069,0.05273493003912838,0.003280342003524525,173,44,0.02236154890031344
57,0 days 00:00:02.479924,0.010227967317773251,0.0032200133236046963,20,13,127.64703395987915
58,0 days 00:00:04.466650,0.19010330093390862,2.762466187344182,61,16,980.1615494658594
59,0 days 00:00:33.761385,0.05828564751810786,0.0042313731769437445,87,33,0.0011559380978100043
60,0 days 00:00:08.340503,0.20492186752100292,0.8293349156859687,28,29,6.4209014777504985
61,0 days 00:00:01.145768,0.053207004555758754,633.3056887220516,70,53,0.00608404480486955
62,0 days 00:01:01.890962,0.1226760011541602,0.34521310367557956,277,21,36.28680331887957
63,0 days 00:00:13.966510,0.39462951415591097,0.0017962889330618464,24,53,1.1966276324816425
64,0 days 00:00:26.588547,0.081337101798824,0.024046210676229245,44,57,0.5561807523029083
65,0 days 00:00:09.267841,0.02330493625839269,0.23151717890859438,114,59,504.4324227429074
66,0 days 00:01:08.446142,0.08735396914486615,1.9266995507857936,192,30,0.022085440999378723
67,0 days 00:00:04.225430,0.3621920550134157,0.011278155410093423,171,2,0.048714152938205725
68,0 days 00:01:19.507222,0.04172970808603045,0.009093039635883402,415,53,240.94690427497983
69,0 days 00:00:03.801529,0.024531482061035108,100.19589784926681,41,27,0.020838546860701596
70,0 days 00:00:02.353442,0.05410231661020221,786.3383299182993,144,58,0.15416185584219388
71,0 days 00:00:09.118679,0.19002200457643686,0.6679351474962776,225,3,0.04503706369892764
72,0 days 00:00:09.347086,0.01256612799934012,372.899190371903,310,52,416.3272094310768
73,0 days 00:00:01.773942,0.019415642945912834,0.026952473186176506,36,4,0.23842402032475402
74,0 days 00:00:02.515561,0.027613248787460517,150.3940376345376,38,29,14.204889113896748
75,0 days 00:00:05.934135,0.20017533849874755,0.0033993996230666647,20,27,0.09709788899558702
76,0 days 00:01:34.839176,0.34891306951729034,0.0010387150814984056,228,35,13.454258075576142
77,0 days 00:00:25.225624,0.08720028191224521,1.0866786081005684,39,53,0.02555816056594129
78,0 days 00:00:16.591923,0.11401692772654991,2.3771145527299447,23,57,0.0466595270804352
