number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:08.671159,0.13762565848110425,0.033528697714332874,10,0.04122089808918042,0.0217062517995535,5000,45,0.036868576578681436
1,0 days 00:01:34.260563,0.007583286538277638,0.0023717976663142574,14,4.052260867780151,0.020635711295364494,5000,88,2.4847148164054755
2,0 days 00:01:08.389573,0.0017001848103489388,0.0041909680811842214,5,0.2635687047929131,0.12843455474589377,5000,65,0.6609609740729939
3,0 days 00:03:43.862450,0.06354855258746193,0.0012387722015359997,19,0.001346636156003246,0.009866205448540236,5000,31,0.009665401376461191
4,0 days 00:00:07.690374,0.001519305751616802,0.04000561660619323,17,2.2395335115203285,0.0014346068578990918,5000,15,0.0098571095230059
5,0 days 00:00:16.838068,0.005125381471628411,0.023886102860584804,7,1.0841827945174614,0.013521686268917612,5000,33,60.48091807126999
6,0 days 00:03:34.561206,0.10207370675993223,0.0037981088589233917,18,873.9609675881061,0.001121963408228805,5000,19,0.0020063892417872156
7,0 days 00:04:16.502762,0.0031092851168600393,0.0010002452709278453,15,0.007548057636249102,0.0012036052848281061,5000,22,0.13907122867897326
8,0 days 00:00:02.646577,0.009831901478079937,0.17681383948898205,4,1.372994636498209,0.06338560447834068,5000,83,0.06841150981979814
9,0 days 00:02:15.553090,0.4953952057389226,0.0014570228183986358,14,1.75952541099649,0.002632455654638725,5000,12,6.895218534525914
10,0 days 00:00:14.723760,0.0010407679437658272,0.02327468814571341,5,147.32434723848723,0.008745491285565095,5000,11,2.1460965822394438
11,0 days 00:00:02.997446,0.049822866527433125,0.15905429061128362,16,67.30815602318707,0.022933173625047508,5000,12,0.0234941624290073
12,0 days 00:00:06.907469,0.0013101656520800216,0.07340211913838121,10,55.416954988425516,0.16402824135129507,5000,24,0.02220123850082189
13,0 days 00:02:15.140778,0.05214722543835549,0.0014292812936149805,11,89.42171380811224,0.0025731501972593098,5000,21,0.07733218099053925
14,0 days 00:00:45.189258,0.007635225621159274,0.009923980898015316,7,20.567636034375578,0.004524015468631583,5000,14,10.428296180021894
15,0 days 00:00:14.176646,0.2405650443021145,0.07869207610704129,11,838.2130013245646,0.09786529974624356,5000,13,0.08671515709953535
16,0 days 00:03:40.113146,0.09292470746852906,0.0013989137448122738,14,459.1138949252276,0.022360417921817068,5000,28,23.399396796634694
17,0 days 00:01:14.772968,0.5795314539585785,0.0021308663587551206,18,0.009103259168285506,0.005361041566415704,5000,20,11.25306760312745
18,0 days 00:00:28.379397,0.0018626523715484433,0.01065910767054949,5,277.60295214061534,0.01221721881639025,5000,68,19.939160099384242
19,0 days 00:03:00.442366,0.016979051725475112,0.0014747339037226765,9,1.1731040310528522,0.059922174026400536,5000,32,59.01369779594564
20,0 days 00:00:08.159519,0.1484278310028632,0.0418671752074981,17,0.024512873767478058,0.06071529896148511,5000,14,0.01197265703158251
21,0 days 00:00:34.427013,0.10726041931900906,0.007554325718530204,13,0.10817734588488272,0.001748502215775981,5000,13,6.321196720290978
22,0 days 00:02:25.369817,0.019944493820854114,0.0017761811799332486,17,4.425088428580565,0.16598464944707939,5000,16,0.001152103942376421
23,0 days 00:00:45.427881,0.00989691152177197,0.02086304655910863,13,1.4725590859536275,0.0018872298023758856,5000,30,993.6666624962696
24,0 days 00:02:40.530334,0.024254942600208912,0.0014820959064598368,14,125.69314431076346,0.13052425045580449,5000,55,0.006573394141451759
25,0 days 00:00:04.775692,0.9456241593683342,0.06611588776844615,15,0.2964128977694064,0.009587142461343165,5000,12,0.014854307778828828
26,0 days 00:02:24.243473,0.3348509297883129,0.0020540214495358092,19,0.009201163558120092,0.013009719974582884,5000,25,203.3744419547795
27,0 days 00:00:03.197726,0.020278286458459933,0.16666277098697935,17,207.8178721008559,0.00545073866527442,5000,14,0.0980177372237425
28,0 days 00:00:03.313943,0.020451114565038838,0.16189149118340482,7,142.20046275893498,0.008507395229819503,5000,27,0.06866804159712742
29,0 days 00:00:05.003589,0.1195377965706564,0.06768772297383312,18,1.4165493215062999,0.001765353570772245,5000,81,0.0014157531739791274
30,0 days 00:00:35.978105,0.05392898905703798,0.020494238225874217,2,0.002933281159679914,0.024626377469854865,5000,19,0.21795209703639007
31,0 days 00:01:47.215094,0.03457225136881924,0.0018765226224181466,5,62.46829932060419,0.00600233955005275,5000,96,0.0029304233646068804
32,0 days 00:00:04.529041,0.6040228244258192,0.0671744770190713,11,4.479618367747913,0.002932013243387332,5000,14,0.16278338128686626
33,0 days 00:00:02.368862,0.2900058898508439,0.18068778823454196,14,14.67607645874822,0.028426028693773916,5000,51,2.3139106904713413
34,0 days 00:00:27.404843,0.004802754718928855,0.010587359709563345,13,0.038229131454842996,0.011780253352467863,5000,32,18.143313140725986
35,0 days 00:00:07.832009,0.05776324249030232,0.039775552888955124,12,0.03486442057466028,0.06953472339222176,5000,13,0.001337629963817326
36,0 days 00:00:18.974359,0.020144033893218442,0.02243523080697745,3,0.5273395417148758,0.030889070345920627,5000,38,1.2215852795803583
37,0 days 00:00:04.320994,0.034150191560836124,0.09308732535581846,10,8.597660463266761,0.018800168970070835,5000,32,3.3252904107050094
38,0 days 00:00:06.749040,0.09474381806067297,0.09570410618001927,5,498.7471462205452,0.0024528674334175285,5000,32,0.06498423628315017
39,0 days 00:00:08.072427,0.09555294075972554,0.17633177384654156,3,12.906142661441558,0.03461266114999108,5000,12,919.4578317608306
40,0 days 00:03:11.830266,0.017666651699985648,0.0011814311620605181,18,0.0016241666633580894,0.024419329168660152,5000,78,1.4144397171711103
41,0 days 00:00:06.462692,0.07945089331535155,0.18060769556985576,2,0.005521809320200838,0.02724141670550893,5000,24,76.01267044033239
42,0 days 00:00:57.604323,0.006476579439185694,0.005164327484282261,15,3.3581832637426303,0.14163495556668515,5000,65,26.070157932798278
43,0 days 00:00:07.591359,0.03951085694232746,0.12028026308750753,14,0.0034433096360376846,0.006026645573057711,5000,42,442.4425441873114
44,0 days 00:00:14.388532,0.45336749807462107,0.03153336475375878,2,0.46866339288020004,0.15724508770813284,5000,75,0.09886910674208255
45,0 days 00:00:05.775312,0.038071820229541385,0.11871826642577618,14,1.3534916238718029,0.18006899369237006,5000,53,109.99458513835151
