,acc,roc,eq_loss,eod,spd
0,0.74,0.7216,-0.5550164194735292,0.058528428093645446,0.09375
1,0.76,0.7982813206693804,0.03250559985933971,0.061046511627906974,0.1371527777777778
2,0.8,0.841765873015873,0.27888299721776144,-0.18518518518518523,-0.23161764705882348
3,0.74,0.7465277777777777,0.018867189030242648,0.03140096618357491,0.00935016362786345
4,0.76,0.7837301587301587,0.022698293860133556,0.10909090909090902,-0.00879120879120876
5,0.79,0.8229325215626585,-0.02662160322248569,-0.07575757575757569,-0.14912280701754388
6,0.73,0.8168249660786975,-0.0037947297914021627,-0.003401360544217691,-0.20196353436185133
7,0.71,0.7141045154743785,-0.18546447269360633,0.22027290448343084,0.15521271622253385
8,0.74,0.7003399708596405,0.22435583765351796,-0.14166666666666672,-0.20396270396270388
9,0.81,0.8088235294117646,-0.061376885612449805,-0.11538461538461542,0.07904411764705888
