number,duration,params_learning_rate,params_max_depth,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda
279,0 days 00:00:02.808591,0.17732166444973713,5,538,77,0.0002215655903351602,0.0007759159621315379
280,0 days 00:00:04.057057,0.16265389908929498,2,2861,42,0.0006829266045231393,0.0014783034788730446
281,0 days 00:00:16.776011,0.02749464362096701,17,1403,38,0.01759939958003142,0.0002791456092902709
282,0 days 00:00:03.946324,0.010762603238221997,7,876,10,0.09555522607596663,0.002981165400905859
283,0 days 00:00:02.148269,0.012767052195917818,8,370,36,0.00357049621033431,0.00021935528714443796
284,0 days 00:00:06.590335,0.07463004041331606,2,4675,54,0.0006351502375178219,0.05566383659921503
285,0 days 00:00:10.269174,0.0897408087366405,14,1043,60,0.000277925475355769,0.0004499389803028014
286,0 days 00:00:04.689712,0.14798453807028555,5,3300,13,0.008610772879775998,0.00014456939446355412
287,0 days 00:00:03.484384,0.1553521572092009,11,294,42,0.0001810099241034269,0.0001481113076765747
288,0 days 00:00:18.270708,0.028592676287592003,8,2215,29,0.006037814105826154,0.00014882803638532853
289,0 days 00:00:11.969024,0.01753752309003464,9,2715,10,0.003720031623721562,0.00028037221254613426
290,0 days 00:00:07.817917,0.09512706904185152,13,4301,66,0.005035663887632036,0.00046233507128624223
291,0 days 00:00:03.077299,0.04946222116043717,9,373,17,0.00022968832612235243,0.00136649177944934
292,0 days 00:00:05.042869,0.19025966055907206,7,1491,26,0.0005459708834313335,0.0004589013836793499
293,0 days 00:00:05.647871,0.12364547631628026,18,597,73,0.005145411794306801,0.004347355401236186
294,0 days 00:00:01.382045,0.053447246779805065,3,546,80,0.00020577854510496433,0.0002159249791427485
295,0 days 00:00:26.601939,0.019817650990331205,16,4021,16,0.00020761489614007443,0.0010595255690740491
296,0 days 00:00:04.384161,0.016581064077475956,5,890,17,0.0030977855843701196,0.0018572413947654102
297,0 days 00:00:21.971532,0.062255224058905684,13,4178,13,0.0006049524763890543,0.016655630990520393
298,0 days 00:00:14.978120,0.05505019959639161,11,1380,73,0.00018573356878468994,0.0010260533562765756
299,0 days 00:00:02.636271,0.15776351056445284,5,526,48,0.00015506884804564037,0.0016478878004308913
300,0 days 00:00:07.533944,0.05700839378263957,5,1432,34,0.0015825762158428514,0.004062266131682997
301,0 days 00:00:03.299418,0.15762441666467222,15,1750,18,0.04638293536434051,0.01845136586495681
302,0 days 00:00:14.285961,0.03336394308666998,17,1203,30,0.003785655075985077,0.00038978406755995113
303,0 days 00:00:06.001923,0.03965735688849862,18,937,15,0.00018652726955320793,0.0005851012451999192
304,0 days 00:00:24.387317,0.04303421150090228,15,2244,66,0.00024155457713759108,0.025522397823387215
305,0 days 00:00:03.736619,0.15536217590705112,9,388,43,0.00048264362212961334,0.0003272632312821702
306,0 days 00:00:06.045954,0.021474405777004234,5,1164,89,0.011280208325628057,0.020616644497799454
307,0 days 00:00:03.536845,0.03207082741027336,16,259,38,0.02269620212621096,0.0011688591691485545
308,0 days 00:00:12.353513,0.018184546826404007,8,1275,26,0.003031845680498178,0.0093217943268407
309,0 days 00:00:07.093004,0.13120591509258334,17,4827,15,0.031265191728163465,0.07109832373944726
310,0 days 00:00:03.871661,0.05578746365262294,5,744,77,0.00027715539520058874,0.012955244474845284
311,0 days 00:00:45.717819,0.012674163131554452,12,4237,65,0.002364662068815258,0.009452684540607895
312,0 days 00:00:08.395734,0.06548386359579081,5,3713,11,0.044329205372936074,0.027294498375460507
313,0 days 00:00:06.151895,0.06964845012634259,13,1255,12,0.00120167542146422,0.00195748552463882
314,0 days 00:00:05.277028,0.1615043682541028,7,3520,21,0.004920974022748163,0.006392043096442761
315,0 days 00:00:08.406111,0.07808715982379091,13,4465,23,0.020996394527915335,0.0070208371116195325
316,0 days 00:00:00.860315,0.01593292474275559,2,896,51,0.004190157719213625,0.09635071944327886
317,0 days 00:00:11.450343,0.012403037587799436,12,990,42,0.0014336042490647744,0.011336387848310172
318,0 days 00:00:23.237058,0.013042286965527684,16,2302,23,0.04317242610156218,0.0017770111223765145
319,0 days 00:00:09.122118,0.055766625920101266,9,935,96,0.01628821244739151,0.0004738002762316248
320,0 days 00:00:02.048237,0.01823820154231522,4,560,54,0.0008437569050487515,0.00010620962910353626
321,0 days 00:00:06.211093,0.0971630587066546,8,791,79,0.00014864871059998565,0.005803423211293104
322,0 days 00:00:46.609568,0.010438290480764563,15,4356,96,0.03308925040831146,0.0160009422154048
323,0 days 00:00:03.337587,0.06724774809887062,17,269,57,0.0014264927645114961,0.0009816231898490842
324,0 days 00:00:11.253987,0.053392561661535304,6,1758,17,0.00449613480346336,0.003615162386102915
325,0 days 00:00:26.940161,0.018013142345357204,16,3220,88,0.04017903944402633,0.0008979754458630015
326,0 days 00:00:01.638267,0.04462877812819086,6,259,34,0.016570143885349404,0.034460791132894006
327,0 days 00:00:00.893588,0.06323273299991305,2,657,68,0.0011186886489466122,0.004428494715848841
328,0 days 00:00:03.227273,0.02809930371794863,9,444,17,0.0006055174895435061,0.0305187862881933
329,0 days 00:00:11.168290,0.021092011615265006,17,755,73,0.00010437419433163436,0.057467230423831825
330,0 days 00:00:20.240836,0.03176133090296008,13,2017,60,0.004916031551740092,0.0003261850656630757
331,0 days 00:00:33.393599,0.018342595961793842,8,4780,30,0.009405304141799287,0.00021172445387208322
332,0 days 00:00:12.124225,0.09898189992162033,8,3283,15,0.00013537386630043307,0.0005005578351506107
333,0 days 00:00:17.378631,0.04761944501110177,16,1941,69,0.001527150857602612,0.0007807931584848796
334,0 days 00:00:00.393913,0.037024401347321156,2,293,14,0.0068156017051212575,0.00027498064474600303
335,0 days 00:00:10.241263,0.03154374475439684,11,1829,13,0.08600169039515637,0.00304456329835948
336,0 days 00:00:03.597062,0.17133863187351156,16,2588,32,0.04404747104895346,0.0002665631952069094
337,0 days 00:00:07.915667,0.061826124764527125,19,3542,15,0.03610041039365965,0.0015361303455909078
338,0 days 00:00:03.296736,0.058869101664952135,4,1036,93,0.0006986784555656999,0.0003633393275266863
339,0 days 00:00:12.246796,0.04984092076516022,16,1776,16,0.0001798033414174174,0.0009118840562623299
340,0 days 00:00:03.962076,0.14756336138636827,10,525,44,0.002755567020917943,0.0012564466800600658
341,0 days 00:00:07.738610,0.03834702338553071,11,732,91,0.06830941780540596,0.006285935175563376
342,0 days 00:00:04.674759,0.02156796708031423,11,523,32,0.0005539374929710274,0.00031958441323856764
343,0 days 00:00:09.338265,0.015186309851952148,13,835,27,0.0002803783686707698,0.00013128996010763574
344,0 days 00:00:16.567001,0.055355080455935436,14,3264,77,0.000513592344944701,0.0015721614577150242
345,0 days 00:00:19.537318,0.017790721609835632,14,4060,11,0.031434435718944304,0.0025284583222301696
346,0 days 00:00:01.716650,0.010995899620571811,13,392,10,0.05424435893104712,0.0001492180156109223
347,0 days 00:00:16.104783,0.0275697163394832,11,1870,22,0.000840075676304424,0.013387541303186336
348,0 days 00:00:16.535290,0.010352039215038357,5,3399,25,0.02307241314372516,0.003783218518819059
349,0 days 00:00:20.102852,0.037535949123400164,17,3038,16,0.0026149145116600137,0.0017204254466750134
350,0 days 00:00:03.987656,0.19489623151148894,12,3132,30,0.05177659912548149,0.0014351051477058195
351,0 days 00:00:52.464015,0.014238515985048843,16,4375,58,0.00010156666218229889,0.00136819353271687
352,0 days 00:00:09.812016,0.08494133942840532,12,4477,48,0.004761092705540272,0.009533449284671576
353,0 days 00:00:03.745353,0.017157307207104518,10,356,29,0.0014691611436015773,0.00012965836615637014
354,0 days 00:00:02.037522,0.021881695253763628,7,258,99,0.005497206694287456,0.030770530469339138
355,0 days 00:00:03.159433,0.10078340686440054,7,448,35,0.00021599725673839977,0.07012906368753169
356,0 days 00:00:07.686403,0.11818425336665067,13,677,28,0.0008404362236937845,0.004670255370323741
357,0 days 00:00:20.205243,0.01250826273199411,6,4013,14,0.018386984214043868,0.0008961001050689277
358,0 days 00:00:06.365692,0.1372146577570459,17,949,18,0.0026476145090412605,0.009796810865988522
359,0 days 00:00:24.705034,0.015905272355975816,8,3507,20,0.002505220056936646,0.0066935975755312745
360,0 days 00:00:05.616076,0.05171389807848527,16,478,40,0.006583274730297564,0.00010385731787614785
361,0 days 00:00:12.731080,0.09734898348258741,6,4861,12,0.00026093729340543665,0.0014481975862435713
362,0 days 00:00:02.616152,0.07444953629627392,5,631,26,0.018778222851209846,0.045268193466556625
363,0 days 00:00:13.497173,0.030281572912766938,15,1180,34,0.006560570017682435,0.010524162649411509
364,0 days 00:00:05.541605,0.16209906548762237,12,4600,84,0.04079288812378408,0.0019317362040426494
365,0 days 00:00:17.481343,0.021621711260433895,7,2667,34,0.0007848612260675933,0.0026692000631853017
366,0 days 00:00:05.965702,0.016427699318611058,13,912,16,0.000686959003934355,0.002619303725150472
367,0 days 00:00:02.008489,0.01513734642045907,5,350,24,0.0004777149003967072,0.0053209927344042675
368,0 days 00:00:02.708143,0.05717252782273342,5,540,93,0.002377786615698933,0.028230716876833355
369,0 days 00:00:03.384041,0.034176057972191226,7,487,30,0.09171588235938742,0.039665392885238904
370,0 days 00:00:01.104896,0.056438764849787264,3,612,10,0.005451145704813757,0.004325180255806008
371,0 days 00:00:02.664108,0.1403113984100671,10,434,37,0.04531549287760516,0.0003620687710853924
372,0 days 00:00:02.919465,0.02367948320734404,11,414,18,0.0001666762444483371,0.00015993668153130324
373,0 days 00:00:02.529408,0.02384756084809011,8,391,24,0.0002284723205550415,0.0029085761452594633
374,0 days 00:00:06.880425,0.10725148673779548,14,591,32,0.00032927754140811886,0.02561840406352425
375,0 days 00:00:08.357341,0.014323786667059727,5,2097,80,0.00023800261928336652,0.007937007962049006
376,0 days 00:00:01.584510,0.1124237076489816,19,336,11,0.0005451523871641426,0.03227168723331253
377,0 days 00:00:06.640940,0.10765326629223297,7,4250,75,0.011201054021026708,0.0014500531979071884
378,0 days 00:00:19.121118,0.16020656499724772,17,2182,94,0.0004576211061083976,0.035553540735636886
379,0 days 00:00:22.188794,0.02182588297717717,6,3530,73,0.0003441480189532651,0.033582036240650426
380,0 days 00:00:41.778835,0.02129784235651294,16,3877,27,0.001772309899158522,0.025546347337595567
381,0 days 00:00:15.841988,0.04914448909269949,10,1344,37,0.002159202878905071,0.0018166594294521383
382,0 days 00:00:33.828886,0.016587188572822285,13,3174,25,0.001763379074541755,0.006586455605003783
383,0 days 00:00:06.585941,0.010954477468366069,19,619,31,0.0024980542028634057,0.0026406697596206533
384,0 days 00:00:04.681941,0.10312840023675261,3,1986,18,0.00024267689855446078,0.011479596474384008
385,0 days 00:00:10.049571,0.059742835452144046,16,3449,71,0.04098981313575789,0.012451603469022963
386,0 days 00:00:18.599232,0.03770249324759296,12,1622,27,0.0033815240574813187,0.0001229619723181706
387,0 days 00:00:15.871287,0.03070101712308634,18,3156,68,0.08843750715556518,0.04145554317260152
388,0 days 00:00:10.892005,0.10069199851521433,19,1539,23,0.0005747457096164262,0.0029798239450825573
389,0 days 00:00:12.499955,0.05135163535661441,5,4249,10,0.022974122344370483,0.0084277458580244
390,0 days 00:00:07.243503,0.11245229009858859,8,2319,16,0.0024856779526703362,0.012072386624547543
391,0 days 00:00:02.102451,0.16691873431717463,8,280,25,0.00046025906102170806,0.0006110030717859668
392,0 days 00:00:07.037004,0.08361334792357655,18,1779,16,0.0038746469919670803,0.002648262446503341
393,0 days 00:00:03.297509,0.1489296856593018,14,277,91,0.00016504677065895095,0.012472282597027573
394,0 days 00:00:03.881048,0.023983615288484098,4,1086,71,0.00010077047951987755,0.002868040688007876
395,0 days 00:00:05.270357,0.07812575542278254,4,1485,98,0.00028834414169691365,0.08720165944220275
396,0 days 00:00:11.080071,0.10762856300083146,14,4806,17,0.00020173793709870192,0.002178843219921074
397,0 days 00:00:01.076320,0.15916594371911136,4,280,14,0.007025752920921672,0.00016539400396318123
398,0 days 00:00:02.538116,0.15701884431037105,7,436,18,0.0002194816222269205,0.05042082529917228
399,0 days 00:00:02.862756,0.08992047160372521,4,752,61,0.03607216976248558,0.0037697854660105894
400,0 days 00:00:05.503432,0.1416249995179378,6,833,24,0.00012262043795090285,0.04206419154984081
401,0 days 00:00:03.102667,0.1907953948702287,12,333,41,0.014924689796703482,0.00972710324681286
402,0 days 00:00:05.775892,0.010595739103033486,17,480,51,0.0002721454482602078,0.0010930114408907038
403,0 days 00:00:05.301186,0.07603158424609172,17,411,66,0.0021160428609657876,0.0008175807720809741
404,0 days 00:00:00.702798,0.031924705092298056,2,469,35,0.03014739763364861,0.0015762707478284741
405,0 days 00:00:27.476539,0.018054856790912878,15,2304,33,0.00013074811170233881,0.0005495552786105274
406,0 days 00:00:04.158460,0.015650478752339193,19,338,50,0.0005193093361951118,0.0064029677128460295
407,0 days 00:00:04.071179,0.1337182127534276,10,688,14,0.00011986570629295128,0.0017109577153167242
408,0 days 00:00:03.794484,0.15801333890577057,9,818,56,0.008839077195046901,0.009808018369183286
409,0 days 00:00:28.203125,0.11095581362049754,11,3271,50,0.0002355006518100464,0.04115350362708324
410,0 days 00:00:04.065056,0.011148794089503198,4,1149,35,0.01212168043134149,0.0019311729419854448
411,0 days 00:00:43.802770,0.0218753456371443,18,4330,25,0.0006181035865096717,0.013277786954836161
412,0 days 00:00:00.812433,0.04734190474072096,3,291,22,0.009544553256642885,0.08626539842858495
413,0 days 00:00:19.914654,0.022502346586034186,17,1587,30,0.0002821640754533654,0.008231464168238134
414,0 days 00:00:04.975162,0.06493483937523464,17,457,38,0.0004793294427551792,0.056438779705913905
415,0 days 00:00:22.757265,0.03701138093170034,10,2493,91,0.0005830766872009835,0.00032781864385441337
416,0 days 00:00:02.872986,0.03490858510714441,7,504,78,0.0026542592373266453,0.010207772479452945
417,0 days 00:00:08.672406,0.0904271171534222,13,2721,12,0.0024478516967212783,0.00048036073905993894
418,0 days 00:00:02.495581,0.15599645691676506,3,987,66,0.004202844946899623,0.001991431423741343
419,0 days 00:00:01.916397,0.10558016491148597,5,438,18,0.002817746240682175,0.03457260474928664
420,0 days 00:00:37.059627,0.02117594019467511,19,3069,96,0.00018622020125590982,0.00038321702945653393
421,0 days 00:00:07.024347,0.10029933640507803,14,1966,13,0.0056047184931431095,0.00440053190858184
422,0 days 00:00:03.769933,0.04690310333660665,19,290,47,0.019922050696066756,0.022334240768668932
423,0 days 00:00:03.213756,0.039055420638250404,7,478,15,0.00013587262945264497,0.0018570210373058207
424,0 days 00:00:20.502638,0.0188972829853531,5,4200,48,0.0017755081934994826,0.002477952368411792
425,0 days 00:00:03.476079,0.03697195212564102,12,494,13,0.031263242064059275,0.05107762517877536
426,0 days 00:00:15.036022,0.02937127062344352,5,3205,15,0.008310041211654292,0.0023569419286621294
427,0 days 00:00:13.381207,0.04978573099659599,18,2628,12,0.0008389182189639281,0.00017815886537262866
428,0 days 00:00:04.091936,0.09724166888343881,17,360,37,0.0001619329695810442,0.0012921144642428965
429,0 days 00:00:06.438283,0.07007399398466753,19,2381,26,0.06371837430483089,0.001117410525668595
430,0 days 00:00:10.899454,0.06458541742924932,16,1236,70,0.0018351101481595123,0.0007578360646434173
431,0 days 00:00:03.700211,0.19542179452529898,17,1185,25,0.01181909171421621,0.050228445392256245
432,0 days 00:00:04.839519,0.07098821904214823,3,2049,59,0.001831827304251693,0.0001402173715647031
433,0 days 00:00:04.158565,0.17688509476008285,12,852,10,0.00029045338886749477,0.053552352619097784
434,0 days 00:00:02.370168,0.017559631946260094,8,533,11,0.00024234743669587872,0.0012227968555632784
435,0 days 00:00:01.257245,0.02093616381196648,2,919,94,0.00016112173658255395,0.06457616108053209
436,0 days 00:00:14.598601,0.02817019327749527,7,1732,46,0.03150219752599939,0.05007283233130817
437,0 days 00:00:10.941625,0.09863657424873953,8,3974,75,0.0021753917544270656,0.013846522972984391
438,0 days 00:00:08.845190,0.07681531719602704,8,2233,23,0.01276160688239485,0.0005917172774278589
439,0 days 00:00:10.373084,0.013694851398402971,16,1096,22,0.00015780734465788905,0.001418876080681549
440,0 days 00:00:10.467360,0.1294398630753228,11,3996,16,0.00012630350621480895,0.0001371225395954459
441,0 days 00:00:05.553461,0.06028652762672848,2,4048,95,0.005511096929552239,0.032054922036441995
442,0 days 00:00:19.446837,0.012200659294919106,17,3030,15,0.01923408128084942,0.0029328882056520447
443,0 days 00:00:06.222057,0.08363140663368171,6,1300,67,0.015505428162909467,0.00016421572899687214
444,0 days 00:00:10.607870,0.08066826547742904,5,2109,42,0.0005483684751937699,0.00010482599570054105
445,0 days 00:00:05.881061,0.03019466481594135,8,651,71,0.0002834135065426213,0.00024287811971015588
446,0 days 00:00:08.580426,0.16360939827492862,15,4862,74,0.0002180312914637746,0.00022238294807835096
447,0 days 00:00:20.380449,0.011900789028778896,18,1727,32,0.011664492955892974,0.00110776446839082
448,0 days 00:00:02.908485,0.08505043878927955,8,278,94,0.0005518619810350089,0.002458898245674583
449,0 days 00:00:19.069127,0.02112767148787109,12,2007,19,0.0009043034781393365,0.008430338900080606
450,0 days 00:00:04.303595,0.1456414150631936,13,419,47,0.007573727452183903,0.0054002996722671585
451,0 days 00:00:03.365328,0.13040268575898661,17,438,55,0.07892433852087244,0.05137277051000528
452,0 days 00:00:12.925793,0.046171489999935346,17,1677,18,0.007596387729446254,0.0006346790968983885
453,0 days 00:00:24.637373,0.07222574031696835,13,2746,21,0.0006224924774364345,0.03586964638291414
454,0 days 00:00:07.467742,0.11780695712436816,17,2528,13,0.0022388422642509375,0.019136329926398774
455,0 days 00:00:02.033000,0.027681921118966536,2,1430,16,0.030492145824430994,0.0002032154154261148
456,0 days 00:00:07.312108,0.06644480661249112,11,1946,44,0.054030983264793706,0.0070064413286231005
457,0 days 00:00:03.855373,0.02540040586035632,19,433,20,0.011303747427345625,0.07079593814091106
458,0 days 00:00:05.412140,0.11050282667238823,13,1131,61,0.01403784894286568,0.010027791714173806
459,0 days 00:00:14.230277,0.05109269441242818,13,3381,10,0.0008203581881918364,0.0029934948541715974
460,0 days 00:00:10.572593,0.019260690319580963,9,1036,76,0.0703087162055065,0.0005079778032054742
461,0 days 00:00:06.673752,0.057045393943051755,14,630,27,0.00013269769136521316,0.0002918953397000131
462,0 days 00:00:05.367094,0.11762796056120942,2,3816,67,0.06457989336840234,0.0008747628896649002
463,0 days 00:00:02.452690,0.019910804129234128,11,428,11,0.0011311603214399872,0.005007737301414621
464,0 days 00:00:06.194147,0.021886246201182864,9,1171,11,0.009765242312186685,0.07107930432469792
465,0 days 00:00:06.654654,0.14529844481009915,5,2342,47,0.0009957030899194622,0.00027663336360338224
466,0 days 00:00:01.508241,0.02019827359304407,16,270,15,0.000962744298140141,0.00015514122809887204
467,0 days 00:00:06.010018,0.11235103342380058,6,2338,76,0.0068103512266633305,0.00015912688303482941
468,0 days 00:00:04.497029,0.016254071664240696,9,501,31,0.0004693651484468696,0.0028136513570923716
469,0 days 00:00:02.687909,0.05806954718076495,13,556,12,0.0015631401891450798,0.0037722165756659425
470,0 days 00:00:03.647219,0.044876583969200065,7,525,49,0.0006053011940119066,0.017767666664819704
471,0 days 00:00:16.356930,0.01718821225987178,8,1816,74,0.09753154289491504,0.0018142511715076761
472,0 days 00:00:04.064458,0.014511835652232604,13,797,11,0.00060985192046788,0.0007896192828757285
473,0 days 00:00:02.222497,0.07532768232509796,6,335,67,0.04967369001320497,0.012050803003401044
474,0 days 00:00:02.177336,0.10783366462533102,18,437,11,0.0016855439265356068,0.0009027861965070324
475,0 days 00:00:18.021000,0.07994453374154491,18,2233,18,0.00037714691936777437,0.007869291541527835
476,0 days 00:00:02.445746,0.19236924433749883,2,1613,46,0.08387029813159343,0.007122059818032773
477,0 days 00:00:07.933811,0.09893644291552538,3,3779,20,0.0011639747005922484,0.01460209573248216
478,0 days 00:00:02.504639,0.08610574647980353,14,330,17,0.0005056601165565307,0.001816917482911623
479,0 days 00:00:02.903728,0.17114967929498281,14,405,37,0.03125645985847762,0.0022623817380248374
480,0 days 00:00:07.791243,0.02251950884025448,8,1085,23,0.0003591731960042051,0.04392567724619747
481,0 days 00:00:10.305961,0.010934392915033396,9,1975,13,0.000869297888853225,0.0006273957433160244
482,0 days 00:00:23.176604,0.04317963655232151,13,3764,23,0.0006530058054383469,0.0033367912220254236
483,0 days 00:00:03.864555,0.0623467954217312,17,529,19,0.033704568083271,0.0006854313014599834
484,0 days 00:00:07.385940,0.01996335416709272,17,666,44,0.00045953727916562843,0.028901225717412143
485,0 days 00:00:21.150427,0.010962851584991632,9,2730,21,0.004814193127844076,0.018779641512977154
486,0 days 00:00:05.223696,0.11097427019894612,5,1564,22,0.021116194031769887,0.002628825414242334
487,0 days 00:00:03.948795,0.011039553887139375,11,342,65,0.023199209103579588,0.0015136249582811173
488,0 days 00:00:06.599961,0.15968086586633154,14,640,32,0.00011968874666897984,0.0008203790659459888
489,0 days 00:00:03.316491,0.02249158025394678,18,282,69,0.020330707037359876,0.007945833194066965
490,0 days 00:00:19.295895,0.010091519463684636,11,1806,56,0.0002950031907758463,0.001688440795909615
491,0 days 00:00:01.290658,0.018716313422964124,4,321,83,0.016476389665326108,0.0001075972890324634
492,0 days 00:00:10.213822,0.016567384292198294,10,1108,34,0.0011063275822297614,0.00020778017291357256
493,0 days 00:00:04.723066,0.17416512003817097,17,2168,38,0.020667431523438737,0.08378559426396615
494,0 days 00:00:08.380076,0.025210511764978183,5,1714,87,0.018299687954113363,0.0002316431973440605
495,0 days 00:00:02.625368,0.020202308029347207,3,1139,81,0.000631289841934654,0.00011054262202334612
496,0 days 00:00:01.036673,0.029527547106700566,2,749,68,0.00012146812904875383,0.0011053892341562198
497,0 days 00:00:07.072646,0.12293722422171836,6,3307,13,0.002927556808344318,0.0034928515666689
498,0 days 00:00:03.385429,0.010863648509435778,11,282,68,0.059277288746857996,0.0020875183446199545
499,0 days 00:00:03.828007,0.14922598164196052,18,1886,34,0.07500045577794164,0.03743112086859816
500,0 days 00:00:02.395245,0.043351977595004525,7,274,62,0.00024260247411456956,0.0005336568543193728
501,0 days 00:00:05.334988,0.18079092282855694,8,2655,43,0.0009764018808212281,0.00011345699608930194
502,0 days 00:00:06.764143,0.02252643769026187,5,1473,29,0.00463387296991521,0.00022881393233376232
503,0 days 00:00:02.199559,0.04316851236727923,19,287,23,0.0005357671790832386,0.0001308040337946177
504,0 days 00:00:10.642377,0.018279774863317822,5,2150,21,0.0008728780833100322,0.0027452253293906922
505,0 days 00:00:02.783522,0.05365402535863364,9,429,16,0.0017612280938362707,0.00021700268100638395
506,0 days 00:00:10.639708,0.01424475337747232,7,1437,27,0.06490937818778973,0.0010701243365043946
507,0 days 00:00:02.885202,0.17132472732319906,18,277,25,0.007950819439171615,0.06032215248961235
508,0 days 00:00:26.717080,0.02212562885483572,11,2325,36,0.006207399818554241,0.0008318964985326744
509,0 days 00:00:15.189810,0.03491179950741396,10,4354,24,0.042838715532963374,0.006850239345991755
510,0 days 00:00:04.335299,0.022095736772674138,12,550,20,0.010244402472915049,0.008190148425273137
511,0 days 00:00:00.654716,0.09458134932062014,2,547,34,0.0023303738926356557,0.004167430578927752
512,0 days 00:00:05.455085,0.014392745785629388,19,455,80,0.00033202649958439845,0.01315000035754899
513,0 days 00:00:10.923356,0.07497215520588246,7,4690,38,0.00458884845839225,0.0006686715990790131
514,0 days 00:00:10.690603,0.012926426493606211,14,872,63,0.0002571400364735807,0.00010006865364598843
515,0 days 00:00:03.121656,0.01793586122711751,10,297,60,0.00011654000259680262,0.023847196713734257
516,0 days 00:00:06.489160,0.040561070435711395,14,609,27,0.0019465221047856808,0.0022758905111491074
517,0 days 00:00:03.217358,0.07377237932515299,15,494,16,0.08459335979722402,0.00030246463494059084
518,0 days 00:00:06.144257,0.08165335029823868,10,3975,58,0.09383654129568546,0.000730825692802093
519,0 days 00:00:04.003427,0.08652210128900426,17,353,51,0.0001719581994531509,0.014138828530247097
520,0 days 00:00:30.812968,0.08836339893083849,6,4623,24,0.0008461317880496633,0.05672528650233008
521,0 days 00:00:04.458746,0.11310639748930967,12,431,23,0.00021477960993746844,0.00010420296854316081
522,0 days 00:00:02.864274,0.09086951054018247,12,324,20,0.0022366282546178815,0.00010618220678646846
523,0 days 00:00:01.427523,0.02852740784976936,2,994,52,0.0004091383178364575,0.00415513221918409
524,0 days 00:00:07.003040,0.025535484271907438,5,1376,60,0.02221993072357102,0.0004896258211878789
525,0 days 00:00:03.095041,0.010727025735372606,4,738,69,0.002927399241567286,0.03273557007916548
526,0 days 00:00:28.729261,0.02573533783291683,13,3997,15,0.00023873476170304352,0.013262822537037993
527,0 days 00:00:03.464722,0.1840379877170759,14,629,10,0.0003700319032994137,0.06586761826929735
528,0 days 00:00:15.062905,0.0773210310361691,18,1237,55,0.00022946162490705756,0.0014495814629343856
529,0 days 00:00:04.895334,0.01100846450015207,18,485,17,0.010226067724950895,0.07906156808624021
530,0 days 00:00:01.902343,0.0702055924280311,4,414,10,0.09985793314115113,0.03261411880854218
531,0 days 00:00:08.772446,0.02183218590223909,9,889,48,0.07120573754329954,0.0006806087106564188
532,0 days 00:00:00.954052,0.02937322198714866,3,343,34,0.0019393336510502464,0.019393515524962754
533,0 days 00:00:17.245567,0.07092007697117025,13,2937,12,0.0001119018286340219,0.005518546217741037
534,0 days 00:00:06.344323,0.04429466624058503,10,466,31,0.0002191750243503333,0.041797722699270776
535,0 days 00:00:10.294860,0.057449126443075364,19,818,40,0.0033438162836943257,0.0529055649101898
536,0 days 00:00:07.907553,0.1105223311008403,12,3655,28,0.003855200905151196,0.0012704872186784582
537,0 days 00:00:08.139582,0.01652839013941331,16,619,75,0.024430763528373905,0.0007793544698980161
538,0 days 00:00:02.715909,0.07550185396857,17,642,10,0.0838930869446763,0.03633768939566453
539,0 days 00:00:21.294181,0.014922142534946597,16,1774,27,0.00012137571469008844,0.016612003029388773
540,0 days 00:00:01.635496,0.02620937276245577,2,1096,19,0.010308068230405283,0.0008098784376349968
541,0 days 00:00:03.167978,0.014502560230157514,16,293,59,0.002072675956648115,0.005390533613283956
542,0 days 00:00:04.637123,0.023548595977767962,4,1445,50,0.0009255510408932312,0.05398060385903057
543,0 days 00:00:04.611894,0.09713943169075241,18,417,42,0.0010754691201049014,0.04927876019695537
544,0 days 00:00:05.726126,0.1227722888493514,8,4759,16,0.022762310780566324,0.003274591345268802
545,0 days 00:00:04.632370,0.024640142423515005,13,585,17,0.008610686848817148,0.012309547158653067
546,0 days 00:00:10.616722,0.023807770279686002,14,925,80,0.0007167742236034027,0.0003338927331655222
547,0 days 00:00:04.793161,0.10824580834659103,13,2537,17,0.09940952951243184,0.011223406922120724
548,0 days 00:00:02.188781,0.07072812093902314,2,1172,49,0.0006280124789778767,0.00033466355167554375
549,0 days 00:00:11.801530,0.09703989850737861,10,1180,40,0.00024586060050344296,0.010390831731333415
550,0 days 00:00:02.779089,0.11095482498099693,9,284,39,0.00413947015210753,0.001400590033322405
551,0 days 00:00:03.728509,0.12909941303574166,4,1185,83,0.0025254270959524238,0.01856007888318832
552,0 days 00:00:08.253821,0.04180291988300682,14,1600,13,0.000844368579780813,0.0001365208232184493
553,0 days 00:00:16.083053,0.13699598701610846,16,4369,15,0.0007345038843912917,0.03317278465926976
554,0 days 00:00:04.638865,0.02786823370423966,6,734,54,0.004967829295706051,0.0032799544306854733
555,0 days 00:00:18.033139,0.015730723057454828,5,3861,51,0.0016485976806730493,0.003025196076834037
556,0 days 00:00:08.826079,0.01836618839751933,15,1100,17,0.009688465070327062,0.001202929915878311
557,0 days 00:00:04.730143,0.19516132077467652,14,3024,22,0.016602738408135635,0.0012345407947882577
558,0 days 00:00:06.655522,0.012769568317600436,3,3093,12,0.0020527611474002736,0.006169875512807255
559,0 days 00:00:04.764121,0.17726199176868276,8,1619,54,0.0019533668960553226,0.0007131643279465273
