number,duration,params_C,params_Kmin,params_alpha,params_max_iter,params_n_iterations
0,0 days 00:00:31.086953,0.003362539877121485,39,0.8531749638677717,10,28
1,0 days 00:00:26.197836,7016.583596887275,20,0.3843565330965679,10,13
2,0 days 00:00:21.975920,0.00235909622493783,23,0.508705198850008,10,19
3,0 days 00:00:19.395603,2.252090972032862,39,0.3078428889829843,10,12
4,0 days 00:00:32.924760,0.12430907325180506,14,0.5892062899752564,10,19
5,0 days 00:00:43.404425,0.5424089937367141,12,0.25004421039741614,10,27
6,0 days 00:00:54.360058,1444.3148731847089,29,0.385886914200572,10,33
7,0 days 00:00:16.131920,0.0008358941760999054,10,0.6536427027677374,10,13
8,0 days 00:00:37.338403,0.00044596607704489803,48,0.2782476458523272,10,38
9,0 days 00:00:21.462588,0.02050443871061849,21,0.6917798321301223,10,14
10,0 days 00:00:49.454438,720.5209587117968,26,0.12772805617400396,10,43
11,0 days 00:00:29.337490,0.02614248973173505,19,0.8298141155448518,10,22
12,0 days 00:00:45.253300,0.6083668709486528,35,0.7217739479166093,10,23
13,0 days 00:00:36.360643,126.25179732505406,28,0.5895877070650806,10,23
14,0 days 00:01:04.116827,1.9006982032728712,40,0.3557422185078897,10,34
15,0 days 00:00:21.376672,1.4548735930204086,32,0.39376860196115193,10,10
16,0 days 00:00:34.298412,98.21014451113099,34,0.3360204435336167,10,18
17,0 days 00:00:52.903789,1086.3747300965524,44,0.6572066517116033,10,28
18,0 days 00:00:32.847111,0.6465283906269341,41,0.882920070182103,10,17
19,0 days 00:00:53.231128,4154.862450657859,18,0.8996248597473808,10,29
20,0 days 00:00:36.726431,44.59269598643434,39,0.42829144209571834,10,34
21,0 days 00:00:28.275955,0.0001972949570788578,29,0.8567224776552593,10,26
22,0 days 00:00:24.873638,2659.9961006472017,13,0.8090202342381483,10,12
23,0 days 00:00:33.950682,3270.950505012262,35,0.585128159478673,10,18
24,0 days 00:00:19.553165,0.3319817824186861,20,0.7011289129493553,10,15
25,0 days 00:00:40.188238,1879.645007412541,15,0.1006585890149693,10,29
26,0 days 00:00:27.172168,511.33684032832554,24,0.12818204320979396,10,16
27,0 days 00:00:44.663029,0.0019133355569796715,15,0.28348193073895267,10,47
28,0 days 00:00:16.638884,0.0005771069287124787,17,0.5878960275889691,10,12
29,0 days 00:00:31.011280,4218.587148123279,38,0.6191693938769705,10,16
30,0 days 00:00:22.599407,0.000264696479468402,40,0.8850100943623195,10,20
31,0 days 00:00:18.909085,5471.307157461675,33,0.240851762181153,10,13
32,0 days 00:00:30.859801,0.0016760605814625396,10,0.19502828631811503,10,31
33,0 days 00:00:23.949393,180.67295369973823,33,0.8805226150538746,10,12
34,0 days 00:00:51.583850,17.646230060667232,10,0.3316572722280069,10,26
35,0 days 00:00:28.141688,1250.8696389172144,25,0.4724973702710701,10,24
36,0 days 00:00:31.785648,37.89995319522414,18,0.21760955858240516,10,24
37,0 days 00:00:28.568647,0.003471570819230831,11,0.3231022785129345,10,26
38,0 days 00:00:23.035906,0.2118337761085129,44,0.37066071027580205,10,16
39,0 days 00:01:02.661686,0.1303663366331805,25,0.7490432827346226,10,39
40,0 days 00:00:41.756346,0.4294937879227505,20,0.15230797831550813,10,31
41,0 days 00:00:26.793127,98.18871843654975,14,0.25729657919074134,10,22
42,0 days 00:00:21.068885,154.44288281805092,13,0.4763304553040879,10,16
43,0 days 00:00:49.938234,0.007696583914246041,46,0.20447023304332515,10,49
44,0 days 00:00:23.853591,6.20782608278055,23,0.1230131790883772,10,11
45,0 days 00:00:52.872617,0.5969916736326093,49,0.8445045269289536,10,28
46,0 days 00:00:18.292964,1.775214319178508,43,0.47181927573892224,10,12
47,0 days 00:00:22.595284,0.0002148993766688324,23,0.190208622721251,10,20
48,0 days 00:00:40.157334,7775.424124226134,42,0.887579819832604,10,20
49,0 days 00:00:40.815347,48.464376099960276,48,0.5613132135782735,10,21
50,0 days 00:00:37.419153,1976.312795777874,38,0.25434412194958544,10,33
51,0 days 00:01:03.460232,18.28274248928859,12,0.7173076712040872,10,32
52,0 days 00:00:34.552985,1.2123341326466122,25,0.3344056750975548,10,30
53,0 days 00:00:15.889043,0.0038771384976292607,19,0.3793680962025954,10,11
54,0 days 00:01:32.170209,1282.2619645894338,23,0.5477005097349184,10,48
55,0 days 00:00:26.255933,0.03195629445595095,11,0.4778462853704847,10,13
56,0 days 00:00:18.287594,0.00014559083675604075,10,0.6332980557714303,10,14
57,0 days 00:00:42.119524,510.3094515774901,29,0.17922475968662532,10,34
58,0 days 00:00:13.454662,0.0018540172642674097,32,0.12660739845600846,10,10
59,0 days 00:00:19.834908,416.6273610792067,18,0.5835485451732007,10,10
60,0 days 00:00:30.374620,6.733041261173741,25,0.47790778782752874,10,26
61,0 days 00:00:29.996823,0.04361655700247158,36,0.6878239391985776,10,19
62,0 days 00:01:17.597687,50.017343983639364,30,0.7843046153210919,10,41
63,0 days 00:00:35.556417,67.91591085206372,24,0.8998856386540968,10,35
64,0 days 00:00:31.585787,0.013295640236631516,44,0.46642233018895063,10,31
65,0 days 00:00:32.162273,0.0008240046985552276,31,0.8459487508665441,10,29
66,0 days 00:00:43.777329,222.36673390961352,32,0.7897954476341152,10,30
67,0 days 00:00:16.493348,0.715957603385876,44,0.5795603425755532,10,12
68,0 days 00:00:26.551855,647.9297936412663,22,0.6715839926138878,10,20
69,0 days 00:00:50.558762,11.512973042915645,17,0.628393833204838,10,26
70,0 days 00:01:11.835253,1.1629140780711495,49,0.5647469167576289,10,47
71,0 days 00:00:52.323970,0.07741089492281565,26,0.4764576690735435,10,27
72,0 days 00:00:47.830030,0.042830250500657356,45,0.22393035799443528,10,32
