number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:13.775754,0.02310689315756698,0.07523372529678984,5,1.803740798056513,0.16572716524579365,181
1,0 days 00:00:26.877031,0.2325319450592366,0.2980087108828192,3,3.4597058845150164,0.04676215691664415,379
2,0 days 00:00:03.751920,0.17418753365582879,0.0022002033442303603,2,296.33816555989057,0.21083142983094366,21
3,0 days 00:00:15.229603,0.024494638446936293,0.008495961205337315,7,134.9657927557974,0.2884434309999134,193
4,0 days 00:00:04.783798,0.15156252328939324,0.003160081692260118,4,314.2626587099208,0.01890351521238827,23
5,0 days 00:00:24.977233,0.037716140024718035,0.0010178060020469425,8,9.175367389051507,0.4895329230583416,321
6,0 days 00:00:04.865740,0.024236701228638084,0.003134437641859836,8,1643.2612371915359,0.11296929814459604,33
7,0 days 00:00:13.594872,0.06950154800280707,0.005638845554139953,6,6.2422006903260945,0.08999931443271798,176
8,0 days 00:00:08.676379,0.30084105886031604,0.001588114919752303,6,552.5459428476069,0.21960196095604473,78
9,0 days 00:00:05.780292,0.410601432301786,0.1236405204002309,5,5065.999810159192,0.25225816272857915,54
10,0 days 00:00:07.706449,0.17790976218160914,0.05657021442549977,8,1911.424044760955,0.01967518833239593,87
11,0 days 00:00:06.480187,0.007447825893218374,0.19747118612273687,2,1325.945033959432,0.124595981651523,50
12,0 days 00:00:06.293608,0.014570105850724368,0.01377987569974343,9,1.7274558049469741,0.00864782742841451,33
13,0 days 00:00:11.713235,0.06791011260273673,0.02669725071867988,3,14.657807703954575,0.05595413410361546,150
14,0 days 00:00:04.612832,0.07254337400112852,0.005858418694046367,3,56.553138557077915,0.011468079675066726,40
15,0 days 00:00:10.143163,0.01064095393743187,0.011905396004843988,9,4859.349432554772,0.013038904403943152,120
16,0 days 00:00:12.526865,0.1319642242556288,0.010972479321312961,9,76.7162763946288,0.06399078384604248,151
17,0 days 00:00:12.828371,0.02611992698224952,0.26296432471631415,4,2648.099948288993,0.10707563005772,175
18,0 days 00:00:12.325456,0.011760574410656439,0.20401272135742346,9,52.77116872051516,0.05870681787262409,162
19,0 days 00:00:26.858340,0.01613214198155559,0.003798951618409232,9,378.8289275016711,0.1964250781004917,359
20,0 days 00:00:04.960740,0.3584281882421016,0.04674601493006689,7,126.98358192542418,0.016932717549125873,37
21,0 days 00:00:03.117616,0.4122880296942456,0.07686756957788503,2,4.8995777427125535,0.04599115548612455,34
22,0 days 00:00:07.126307,0.08593806328534037,0.12308412885580183,4,6.629641179473695,0.012473748619280307,90
23,0 days 00:00:19.674481,0.3294233425061157,0.005280601678451658,4,56.51142011164685,0.47751426459267066,274
24,0 days 00:00:24.725777,0.006078345388670775,0.34166843104066213,2,952.4072441670725,0.006286703132605772,370
25,0 days 00:00:18.316618,0.30264927127191954,0.28973444177818003,5,3456.733109074794,0.08529936739346071,271
26,0 days 00:00:06.965058,0.02873776731204886,0.06215979642569353,6,4672.747719142067,0.006982039339646139,77
27,0 days 00:00:16.270270,0.00565307809544267,0.0040140667358376,9,750.3234685791876,0.020240526628043765,164
28,0 days 00:00:15.249206,0.08672775800158712,0.07684958537609236,9,46.80077589738795,0.39761125801339775,239
29,0 days 00:00:21.027403,0.08803978140779241,0.24398906440147594,8,63.30862485912587,0.025655059612289553,268
30,0 days 00:00:16.183468,0.4957402295212255,0.0015863770956694692,6,145.88813530928434,0.33857479394742485,199
31,0 days 00:00:17.670123,0.3386399453106264,0.008831442988573837,7,10.228013877163063,0.009465424890176969,217
32,0 days 00:00:06.643376,0.17557840485654036,0.006424019525284321,7,7.445716483581291,0.007687916870004245,33
33,0 days 00:00:04.091670,0.0070761471923026995,0.051983274018393096,4,4751.40393067561,0.047493696047076074,44
34,0 days 00:00:03.115697,0.011088208480199521,0.3817331075094895,2,1.0182001558635612,0.1554192519593084,28
35,0 days 00:00:13.774439,0.3030455559396467,0.03594676089290931,9,285.98064065652704,0.005228467937141192,145
36,0 days 00:00:15.187268,0.0995554638890699,0.043556509624158954,7,104.90700574898484,0.03480262664712155,212
37,0 days 00:00:14.404182,0.4355868090329731,0.06435946364149382,8,107.01764948412158,0.006761993043052713,179
38,0 days 00:00:07.565781,0.3913087249621911,0.07506617772952119,9,4.347423672227046,0.05521612672525172,83
39,0 days 00:00:11.753121,0.47420861844183143,0.005689954006140771,4,8.985332527511877,0.033828181732619346,148
40,0 days 00:00:30.585250,0.01683967303704394,0.07030885673557401,5,1262.2374648693583,0.007381527065343238,386
41,0 days 00:00:08.501500,0.008934887965755544,0.00840309555962661,6,7510.120807699833,0.14595997785690293,104
42,0 days 00:00:03.032541,0.03064645724322201,0.17822903187079425,6,3.956671928224702,0.12610172849797135,22
43,0 days 00:00:05.881131,0.12842791807012904,0.10643351029207897,9,5.4255295317186905,0.0051724445969454835,51
44,0 days 00:00:10.814612,0.25725200507749063,0.08537491656093774,9,22.812795436284176,0.23448449482089356,137
45,0 days 00:00:16.121245,0.026691565414979915,0.01434609087435991,5,1.2885683370932732,0.026454115490916814,225
46,0 days 00:00:21.549900,0.40882309866306576,0.006419390208405207,8,3597.862402361268,0.010432185208518067,162
47,0 days 00:00:04.730172,0.4261334691710161,0.34247121958963544,4,13.376979465193543,0.08637399180615214,57
48,0 days 00:00:02.892555,0.06575537277944205,0.008419049873129546,2,150.6709658271399,0.01068940225604002,23
49,0 days 00:00:11.756309,0.05990925996913389,0.07139989779459531,7,2939.4664205793124,0.14388982977481338,159
50,0 days 00:00:13.046354,0.3071361209380949,0.03816086406542544,9,24.428243528373113,0.08592061409187586,164
51,0 days 00:00:06.559569,0.3278354966668885,0.004731023417180993,5,6.209539417681288,0.40484906284565636,67
52,0 days 00:00:18.231837,0.009452284944257256,0.0013351123993401552,3,2.134344563068324,0.21198846399975432,268
53,0 days 00:00:05.235822,0.11776217709040225,0.02970096914259205,3,4407.2761353024125,0.006046450073057805,53
54,0 days 00:00:05.747869,0.09450155602238107,0.021400969421320016,6,5.781344820029233,0.06021823048923726,50
55,0 days 00:00:13.142938,0.09171112634416903,0.01259350278288989,4,101.86594901497446,0.10232219519883425,175
56,0 days 00:00:10.163314,0.3099263994044591,0.004513359515677953,6,6.06153208469006,0.014237195900578876,96
57,0 days 00:00:58.514099,0.19242656145720616,0.0015657430524764477,8,2.368254278515158,0.0138037890839281,379
58,0 days 00:00:06.375074,0.02139776618439838,0.0028412621373824797,6,17.25870688405549,0.2427169784391237,68
59,0 days 00:00:09.495715,0.15290704732281626,0.0010593142729015438,7,830.1253086019512,0.38594472545898495,107
60,0 days 00:00:04.749757,0.01050249025221897,0.05931416423367779,9,6.378336301321374,0.005623400272758334,23
61,0 days 00:00:09.825588,0.007768138736880698,0.11795176538292274,3,21.151389342645377,0.04457400292684949,119
62,0 days 00:00:03.256288,0.06508342746580734,0.06448999607174849,6,594.1832456267485,0.2863509123610299,27
63,0 days 00:00:28.274890,0.014079187657546125,0.0014513510591271643,6,4.416483758467958,0.395359291803552,438
64,0 days 00:00:04.910013,0.01137839824527858,0.10025781578109066,7,63.68698382072423,0.015027970892915007,38
65,0 days 00:00:18.421307,0.017641931817689985,0.0025015593826032334,5,1889.7997724670536,0.4127991508208049,266
66,0 days 00:00:03.657992,0.01700349275747568,0.49006735708607674,2,2.6430705313639553,0.009159120838866443,31
67,0 days 00:00:20.674520,0.1166974975541137,0.17397362270499722,2,2.041824546622832,0.39026572253625724,307
68,0 days 00:00:17.666329,0.07213992411374676,0.0015430286114982022,4,1.2853816496665673,0.08413482990459595,278
69,0 days 00:00:05.975303,0.015951577942834774,0.0022087334497969337,4,1697.1254546262314,0.025300437518157422,42
70,0 days 00:00:11.198541,0.012143338607291533,0.027517294167932974,6,1268.1438958511362,0.012837612995739737,142
71,0 days 00:00:06.072939,0.24509885399101156,0.0013740373129188565,2,2146.413666457749,0.13670048534349552,70
72,0 days 00:00:05.422363,0.007788627725258907,0.28468784018920307,2,5574.799628701005,0.12692688335203917,68
73,0 days 00:00:04.755415,0.356596855271452,0.0014097479919111247,8,2896.288518162046,0.13731621376626768,49
74,0 days 00:00:08.236816,0.04891594574879166,0.01533799432150346,8,3.387374401314694,0.030737752804770486,77
75,0 days 00:00:32.962351,0.009798482128546464,0.03445213393301566,8,340.0352888245159,0.03836243903285653,453
76,0 days 00:00:15.648045,0.019002802378314938,0.18934039991760307,6,1306.7784503445018,0.009762274321083057,225
77,0 days 00:00:04.207755,0.005668437926037349,0.05917447189282096,2,4.7555501493909365,0.022820368110072303,52
78,0 days 00:00:08.784715,0.2212526411822336,0.03265065132108049,6,18.808870074640826,0.16898038358859457,114
79,0 days 00:00:03.998986,0.17646682377992043,0.004764425331222182,4,1.1431962263749773,0.1336276527557435,35
80,0 days 00:00:06.008477,0.07222568778862856,0.01316022836954431,5,1243.5558102155087,0.16549275597071253,60
81,0 days 00:00:04.517461,0.005953192462442909,0.004179614364832967,8,53.333054021619354,0.17754472551112235,22
82,0 days 00:00:30.113490,0.010642680389921578,0.0689329112928035,4,32.1519069480288,0.14583271264460396,449
83,0 days 00:00:04.777395,0.1607730495095558,0.06097103674250602,3,26.218358767693143,0.4857048446180842,50
84,0 days 00:00:17.965615,0.06689283832128981,0.06638741296444979,9,503.9093949082354,0.1192236964976369,273
85,0 days 00:00:08.330815,0.22288957514773786,0.0010115384787183954,2,67.86326845342015,0.025757819847965536,94
86,0 days 00:00:21.485604,0.019797277569337145,0.0036450502011230266,7,88.09897951615612,0.0392054930670662,308
