model,thresh,bal_acc,precision,acc,recall,logloss,min_acc,min_bal_acc,min_tpr,min_pr,max_logloss,max_logloss_tpr,eod,spd,eq_loss,duration
0,0.5,0.5469613259668509,0.7206132879045997,0.7284768211920529,1.0,0.4143561654956049,0.5909090909090909,0.5,1.0,0.9386281588447654,0.6000647710899562,0.11476464673749157,0.0,0.06137184115523464,0.27242539603421173,0 days 00:00:02.122117
1,0.5,0.6914436477149537,0.7975951903807615,0.7913907284768212,0.9408983451536643,0.5722519223930379,0.7181818181818181,0.6658119658119659,0.851063829787234,0.7122302158273381,0.6071221815269048,0.5485639720435912,0.1316947909024211,0.18520568160855932,0.05746014918811426,0 days 00:00:00.350088
2,0.5,0.6302326188890195,0.759927797833935,0.7764900662251656,0.9952718676122931,0.4099960889740124,0.6818181818181818,0.5724586288416076,0.9893617021276596,0.8989169675090253,0.5217317528359211,0.18616948461699853,0.010638297872340385,0.0498009812089234,0.17319120785487008,0 days 00:00:00.469821
3,0.5,0.7826038687094288,0.8540772532188842,0.8460264900662252,0.9408983451536643,0.42766954280829833,0.8090909090909091,0.7738770685579196,0.9230769230769231,0.6909090909090909,0.48601652116706934,0.3954005626481709,0.028379387602688544,0.11775516901870686,0.09432594858390358,0 days 00:00:01.565461
4,0.5,0.5,0.0,0.2996688741721854,0.0,0.6931471805599453,0.2563176895306859,0.5,0.0,0.0,0.6931471805599454,0.6931471805599454,0.0,0.0,1.1102230246251565e-16,0 days 00:00:00.683149
5,0.5,0.5,0.0,0.2996688741721854,0.0,0.6931471805599453,0.2563176895306859,0.5,0.0,0.0,0.6931471805599454,0.6931471805599454,0.0,0.0,1.1102230246251565e-16,0 days 00:00:01.568786
6,0.5,0.8149432493502082,0.8702127659574468,0.8758278145695364,0.966903073286052,0.33405028381105345,0.8633093525179856,0.8,0.9468085106382979,0.7090909090909091,0.40907553534686875,0.2686896407712418,0.05319148936170215,0.13706293706293704,0.11711547873335487,0 days 00:00:01.702269
7,0.5,0.9696132596685083,0.9746543778801844,0.9817880794701986,1.0,0.1520475464385635,0.9181818181818182,0.9,1.0,0.6727272727272727,0.2523568922338524,0.07174354804281925,0.0,0.07456514604529041,0.1410136821021324,0 days 00:00:04.896378
8,0.5,0.5,0.0,0.2996688741721854,0.0,0.6931471805599453,0.2563176895306859,0.5,0.0,0.0,0.6931471805599454,0.6931471805599454,0.0,0.0,1.1102230246251565e-16,0 days 00:00:02.576234
9,0.5,0.7064247743688205,0.803960396039604,0.8079470198675497,0.9598108747044918,0.4826802769192131,0.7272727272727273,0.6735042735042736,0.9468085106382979,0.8129496402877698,0.5566888909554281,0.3982879660773135,0.022422258592471378,0.05884523150710197,0.11208198318131046,0 days 00:00:06.223830
