number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators
0,0 days 00:00:04.597192,0.07883832897633046,0.0028022892412145166,2,17.869542863633367,0.06682292906256569,411
1,0 days 00:00:02.978629,0.00506505624338823,0.003603868613676825,7,1047.6440785592906,0.02098823550250795,139
2,0 days 00:00:01.680508,0.1534571110067236,0.0050885948891610635,2,201.41093002678437,0.151239188873221,108
3,0 days 00:00:01.108443,0.04284197161524007,0.06893972466485064,8,9.714599844046436,0.4256140904023543,47
4,0 days 00:00:02.527166,0.030498705590768293,0.0030808560280249082,5,2918.116723115185,0.28300629969494645,206
5,0 days 00:00:01.736168,0.0564331151376886,0.003628181540441754,6,29.93645642359187,0.01389281491246534,35
6,0 days 00:00:01.459823,0.03279794947037844,0.0112071602227316,6,5.947108139857945,0.0643508584544541,28
7,0 days 00:00:01.932006,0.026645828052602644,0.009272935730893234,9,1418.689925064866,0.0657416714274783,144
8,0 days 00:00:02.212951,0.16820587320617214,0.04062461515871782,7,77.30159306604845,0.005802786046094748,53
9,0 days 00:00:00.918848,0.3723880468381286,0.1201269685181908,3,16.612669142822327,0.12803216559202224,24
10,0 days 00:00:01.590711,0.11788227401128448,0.00411258799860251,3,2.512461327597828,0.10347439737989654,89
11,0 days 00:00:00.847695,0.03919619933306592,0.1599263215383734,2,308.72626625059934,0.22460262236471076,39
12,0 days 00:00:01.844721,0.12874457114338123,0.038161265219672544,8,1.0258819275244349,0.0972549067525674,52
13,0 days 00:00:04.223890,0.38244104264763157,0.0559873587092007,5,200.7381096334405,0.050700954236647666,367
14,0 days 00:00:02.074672,0.026070404123536145,0.028685073124420875,8,6.0479709080011235,0.243535912538534,132
15,0 days 00:00:04.682647,0.02359396064591651,0.16382660177147626,6,13.921475872187619,0.1136578304901195,457
16,0 days 00:00:01.878483,0.4143098602111331,0.3004412610490639,5,21.445624272843816,0.005057494057648298,114
17,0 days 00:00:01.158939,0.006180110057589449,0.13346674515578172,7,216.07815081738698,0.034540607520597094,73
18,0 days 00:00:01.654020,0.2907701700975661,0.11939412971600148,6,1237.9955746281034,0.01180165777872315,127
19,0 days 00:00:01.719165,0.012913780503066833,0.19672385790543842,3,162.4415177300033,0.23126231516943022,134
20,0 days 00:00:03.884195,0.4788560830350208,0.006113780350117975,3,9.31287362244994,0.1727732397488122,376
21,0 days 00:00:01.801785,0.0663051428185872,0.018880020716220147,9,1.8852799289658906,0.44866192648266806,104
22,0 days 00:00:01.953563,0.03699789500612437,0.023560777761921312,3,2.734876440648336,0.017389091117320055,153
23,0 days 00:00:04.289165,0.15073990283330804,0.009870863374326947,5,91.58640841873084,0.006207647136507623,197
24,0 days 00:00:05.490845,0.0133960630883272,0.006934971727265323,9,3.3215675683784784,0.012445983832585541,274
25,0 days 00:00:01.202498,0.2919808617462772,0.188513641110791,5,820.0993474891678,0.024394416074277715,87
26,0 days 00:00:04.702164,0.3460826360880903,0.01225407003092504,2,188.25710584313973,0.007278254243136723,320
27,0 days 00:00:02.226309,0.2769939699343793,0.009397238031604808,5,93.14596175872421,0.024549581551180758,94
28,0 days 00:00:00.662462,0.2294537100406503,0.19205790798524647,4,242.06040282802152,0.08176195469046783,20
29,0 days 00:00:03.137895,0.17861786918480838,0.022586136233916667,4,3.183910461213093,0.32258437033777476,312
30,0 days 00:00:01.307515,0.06287723391644377,0.4643101074440422,2,6650.192641704485,0.029808255252408735,122
31,0 days 00:00:01.413869,0.1427316120128707,0.37841390347064735,6,8.277596276944118,0.03351831383715347,97
32,0 days 00:00:00.791064,0.20917061664510148,0.30272931615977283,2,452.0822359306746,0.05772149815812234,50
33,0 days 00:00:02.358083,0.03126970389679981,0.017719481147861874,5,78.29739911447048,0.09062874147093386,167
34,0 days 00:00:00.737739,0.039868170645057176,0.1438466083985255,9,316.7522627935903,0.11515630198401121,25
35,0 days 00:00:01.115651,0.3155642701520089,0.01740046841167887,3,4356.8383879013845,0.16984296838804067,81
36,0 days 00:00:01.746108,0.14998027087491816,0.026935658797155794,3,2.9963926049541665,0.011280777257292488,95
37,0 days 00:00:04.458864,0.09991302302535413,0.11467241526718806,7,71.48246160781193,0.1537796484828551,437
38,0 days 00:00:00.799223,0.23344193754622092,0.0011737273820001527,8,1785.2804061420297,0.05660766226414374,31
39,0 days 00:00:07.712924,0.17464636244594312,0.0012898585786071492,6,15.580522572201792,0.0730232094320978,487
40,0 days 00:00:04.704964,0.019403498102771716,0.0020194590150720026,5,243.06230792014028,0.008809884980987327,138
41,0 days 00:00:01.871492,0.05084099570463491,0.00954348832422989,2,106.61913208789325,0.051776293470029176,160
42,0 days 00:00:04.236643,0.006488144436689074,0.010175677555812468,5,582.6265704631252,0.0445157623115484,415
43,0 days 00:00:01.435369,0.02463073626712703,0.10757730783680229,5,4907.234842950986,0.07446703572453074,125
44,0 days 00:00:01.866695,0.054847169438977446,0.022988245696689506,7,9.473219808513678,0.05663128409444265,107
45,0 days 00:00:01.734574,0.21292184189001198,0.08136608042026981,4,4351.941303121907,0.1711648671136984,174
