number,duration,params_learning_rate,params_min_child_weight,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:04.964787,0.19202073809041575,0.005322278230594457,59,4,16.85136804848866
1,0 days 00:00:17.385413,0.1633285243887452,0.4091559359168866,33,39,0.6205473300605988
2,0 days 00:02:22.712347,0.1351894548651456,1.6666314076852933,293,38,1.7733639874779055
3,0 days 00:00:22.477432,0.05215362551065296,0.09266874760694149,22,61,0.19495959139228267
4,0 days 00:00:52.509660,0.29628067317860496,41.74619713527213,102,47,497.97193019886276
5,0 days 00:01:04.485916,0.010474259970705785,97.35222938768577,90,42,0.042293108290419226
6,0 days 00:01:30.369229,0.031157965549457874,3.033734649447173,463,12,0.0188729207146751
7,0 days 00:00:25.649153,0.10408331925068712,4.367766439396536,61,28,0.389508627176667
8,0 days 00:00:07.778825,0.016324540122657393,48.854092299129576,21,23,0.0011249495918077646
9,0 days 00:03:17.770188,0.15973408014341306,0.07646233239992624,261,55,95.26840333461071
10,0 days 00:00:10.910365,0.033867730423196504,38.554908616807616,21,23,0.044756961118313725
11,0 days 00:00:05.147801,0.010810037051687501,878.9099074196378,25,25,33.99389952937687
12,0 days 00:00:33.938325,0.113012116398273,522.2278678452252,164,27,0.009790593639870998
13,0 days 00:03:13.808271,0.037151273935505526,78.82500457020296,245,54,1.6234543329978568
14,0 days 00:00:07.539057,0.025241823403979135,2.4184483472505,33,6,974.2087736582126
15,0 days 00:00:50.350154,0.07497569058103454,0.7190522532468548,60,63,0.018485731439376003
16,0 days 00:00:31.398329,0.412680001373201,6.614974032275687,243,7,0.6411278458753853
17,0 days 00:00:08.733873,0.04955780676888589,0.004115315057693957,30,8,0.01697480471804068
18,0 days 00:04:53.022914,0.014680539681346244,11.657611186547841,382,51,0.0022317897011760227
19,0 days 00:00:17.795189,0.25177341081782495,0.0012501391569541662,27,47,0.0014740238659504351
20,0 days 00:01:08.552978,0.09739736626201578,315.30906333016134,195,61,2.359371228581849
21,0 days 00:03:48.943423,0.14041635762050259,139.20160560771964,349,62,0.04152623813017271
22,0 days 00:00:09.450130,0.08826911139790657,49.10894958004111,29,16,1.8112187150456853
23,0 days 00:01:12.494350,0.023096380463254032,3.404514624651074,85,59,0.012403899191391059
24,0 days 00:01:19.003908,0.36261943439457084,592.3652574006132,423,17,0.042469767035837935
25,0 days 00:01:37.638896,0.05345660418824836,4.238749685711873,113,60,0.002155591191891696
26,0 days 00:01:01.427126,0.4177172346198859,83.63192958573329,245,14,32.290822894522556
27,0 days 00:03:21.834776,0.05951063809734259,0.015092768475396885,267,49,39.6702050215433
28,0 days 00:00:43.761037,0.04713466902583576,556.7834179533818,202,42,0.025960551181831194
29,0 days 00:00:21.618462,0.010763343042106717,119.61173983537482,26,58,0.48917529652740566
30,0 days 00:01:32.733589,0.4212840024519017,0.019416635410767675,120,50,132.61693605209896
31,0 days 00:03:36.267710,0.014881613907736835,0.20422327396456585,492,26,0.00332299522003934
32,0 days 00:03:14.322389,0.06840778585868107,0.4385137917542997,377,34,0.9365057788933461
33,0 days 00:02:51.327379,0.021712937219600104,0.006210921291287912,276,37,142.13048794665778
34,0 days 00:00:17.114471,0.022617969919727844,141.92636940294918,26,44,0.4643189546226719
35,0 days 00:00:29.608800,0.018207545521200158,5.287156348902515,159,5,0.0034822806375154154
36,0 days 00:00:16.879491,0.021557069532130747,0.01818777624251669,23,33,0.001992561667380121
37,0 days 00:03:53.393356,0.013760050772631427,0.010667563754685354,326,43,0.017683533466139455
38,0 days 00:00:26.392903,0.10280501720286957,9.327854710463201,53,28,0.00398439543639123
39,0 days 00:00:54.855058,0.044060429784770865,0.09636571114554449,88,35,80.20090313561968
40,0 days 00:00:12.948974,0.05376005428826757,99.37922402120444,66,7,0.0023152008686378274
41,0 days 00:02:34.423789,0.4508033582392065,250.2255066912514,420,19,0.7956277112201313
42,0 days 00:00:31.663611,0.10219321230967487,0.09747165178628053,183,7,0.011293571607378547
43,0 days 00:02:44.140560,0.13875982205749246,0.005143795976214254,354,29,1.609271352944708
44,0 days 00:00:15.080400,0.12157739495930898,177.83588400346923,26,30,0.0036646704052369842
45,0 days 00:01:10.078508,0.0860492596552985,0.034825254404145196,89,47,166.1695886256574
46,0 days 00:00:14.715199,0.46742105841109566,0.10603986115253333,23,37,0.005166352970603746
47,0 days 00:01:45.156326,0.2769132033751269,0.1055422777177771,132,52,0.029243783012567796
48,0 days 00:00:43.807559,0.04745915481667866,190.55557680073107,91,39,20.900904637610967
49,0 days 00:00:14.916920,0.2955778148630772,0.5302333190274536,21,34,0.01528780493736752
50,0 days 00:00:33.024966,0.037257193277167255,8.051396120468297,37,51,5.677866083452206
51,0 days 00:01:12.007010,0.20395578287528648,141.84588176644775,164,38,493.387163098858
52,0 days 00:00:18.209370,0.4513114711868176,64.64099201181067,240,2,0.0010210479780910914
53,0 days 00:01:37.007245,0.27887399017621706,72.50800687688871,177,29,0.05549853991705637
54,0 days 00:00:15.075131,0.12127295998179884,6.8648016071173,47,12,0.012910354910638138
55,0 days 00:00:26.658986,0.2807825651797658,338.4904409678564,73,58,2.851903650390738
56,0 days 00:00:23.538787,0.17465173890001343,716.541843550851,78,50,0.04482447036991622
57,0 days 00:04:09.654418,0.04995106697763104,2.645358625378775,436,36,1.5453426195611966
58,0 days 00:00:08.532766,0.022181328143119357,3.9800500197215594,43,4,1.4436093008043638
59,0 days 00:00:34.538874,0.28640693483472485,0.29056467134749014,70,29,0.044614702281786336
60,0 days 00:00:55.665806,0.3353984221710504,0.08274837702195251,94,37,0.6970131258549059
61,0 days 00:00:36.407940,0.4746316582892696,0.007997646675775768,56,33,4.586113626750634
62,0 days 00:07:08.582147,0.0564874090884056,0.24351786013795257,492,49,0.12989221470453177
63,0 days 00:00:11.318731,0.01716677682296177,9.611898335845575,34,13,0.6536608713021316
64,0 days 00:01:01.202070,0.027827493041754647,0.0020500774944405397,57,62,0.09859567516287643
65,0 days 00:00:03.823974,0.25200967691063836,0.00185554353837886,21,2,0.40675628736595804
66,0 days 00:02:43.769924,0.056021880028765576,63.76673620168272,325,28,0.11809313843159132
67,0 days 00:00:47.092551,0.24941035876416376,4.517120377437338,251,9,0.09737415155907764
68,0 days 00:00:50.086968,0.4717335167583202,0.9267955493561777,66,48,0.007147733627042871
69,0 days 00:00:36.207046,0.012173110382465564,8.923283144355448,44,34,8.014382167246781
70,0 days 00:00:23.114316,0.039947055659954746,0.16250332737336695,31,36,0.017990900889105196
71,0 days 00:01:34.926948,0.0471298398211355,0.05148618928929858,89,52,11.645656799738786
72,0 days 00:00:07.575887,0.036265681967117366,1.1156044656636424,36,4,14.888439090587942
73,0 days 00:02:47.113557,0.1483001790258357,0.008798681301747026,304,36,0.7627341270255062
74,0 days 00:00:31.106742,0.037146807226941275,0.0030546761350043693,41,43,0.13556223424884717
75,0 days 00:00:23.731583,0.10148014426553174,0.010337633348889668,28,46,553.4821710761153
76,0 days 00:00:29.939405,0.01110908840641039,81.60416500405773,63,60,388.50475801910846
77,0 days 00:00:48.074504,0.17718574096511844,219.83498494200956,112,41,19.5039575356242
