,acc,bal_acc,roc,eq_loss,eod,spd,min_tpr,max_tpr,mean_tpr
0,0.8184237461617195,0.7783374508863251,0.8635179663738801,-0.06827837877715881,-0.07305366591080875,-0.22000518059220645,0.6402116402116402,0.713265306122449,0.6767384731670446
1,0.8470829068577277,0.7408876695325326,0.8796750647559256,0.12256338015680229,0.05703956507946928,0.14801452880822769,0.489247311827957,0.5462868769074263,0.5177670943676916
2,0.7686322686322686,0.8006966357992834,0.8826886602916673,-0.19676103564391476,-0.16093366730453085,-0.3288151797436931,0.7286432160804021,0.8895768833849329,0.8091100497326675
3,0.8321048321048321,0.8444628559210817,0.9234429835070852,-0.18078496592235868,-0.08505879806651762,-0.3032520460846827,0.7951807228915663,0.8802395209580839,0.8377101219248251
4,0.8321048321048321,0.842114624651636,0.9274002093870268,-0.16303781371007606,-0.16836207103864553,-0.3156457855648326,0.7168674698795181,0.8852295409181636,0.8010485053988409
5,0.806920556920557,0.8039042468802061,0.8835872189479913,-0.0960113938448558,-0.02085799846785985,-0.21534978959120493,0.7803468208092486,0.8012048192771084,0.7907758200431785
6,0.8427518427518428,0.8283367892171819,0.9233323393589672,-0.1895667540447425,-0.15385770399644438,-0.2912222787890711,0.6686746987951807,0.8225324027916251,0.7456035507934029
7,0.8171580671580672,0.8490332927684334,0.9310460793467861,-0.18566556251577584,-0.04141490433031214,-0.3218132163760845,0.875,0.9164149043303121,0.895707452165156
8,0.8273955773955773,0.7751529818655325,0.8716985563577708,-0.09238701593166537,-0.061324575391702774,-0.23228953335026706,0.6217948717948718,0.6831194471865746,0.6524571594907231
9,0.8206388206388207,0.8287505742216777,0.9159392424533743,0.17930825233385636,0.15646856874786763,0.3053114328024419,0.7135416666666666,0.8700102354145343,0.7917759510406004
