number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:07.651416,0.2417391940386152,5,387
1,0 days 00:00:07.192271,0.036474706684991046,6,236
2,0 days 00:00:06.551654,0.014225815679453047,5,257
3,0 days 00:00:07.402843,0.315750841656055,5,340
4,0 days 00:00:10.372016,0.10712787234644368,5,515
5,0 days 00:00:09.391453,0.012222832982008552,3,848
6,0 days 00:00:02.490776,0.12405336609221962,2,238
7,0 days 00:00:06.584481,0.03143351081147288,6,229
8,0 days 00:00:07.090346,0.42591433363821773,4,468
9,0 days 00:00:02.864596,0.016001377609619748,2,291
10,0 days 00:00:11.281375,0.37545096457055166,6,520
11,0 days 00:00:10.137626,0.10583508724673048,6,452
12,0 days 00:00:11.759668,0.07898474036938723,6,625
13,0 days 00:00:10.843283,0.12682972000756032,4,854
14,0 days 00:00:05.927333,0.05377267067406087,4,365
15,0 days 00:00:06.351395,0.1045921951459205,3,607
16,0 days 00:00:04.340616,0.05577191106924445,4,293
17,0 days 00:00:06.298528,0.1200808224892378,4,430
18,0 days 00:00:03.129688,0.05349640803090974,2,365
19,0 days 00:00:07.096729,0.013174934597527993,3,526
20,0 days 00:00:25.568630,0.014218693601691644,6,993
21,0 days 00:00:09.064666,0.013964159390361141,6,279
22,0 days 00:00:04.931729,0.22342977568935987,3,447
23,0 days 00:00:10.783595,0.18724461779483756,3,929
24,0 days 00:00:05.984705,0.10332681287096733,6,296
25,0 days 00:00:08.991616,0.07651700670667125,5,501
26,0 days 00:00:07.388251,0.030103626962244393,3,801
27,0 days 00:00:14.414474,0.10251369056857987,6,744
28,0 days 00:00:02.752266,0.029865917978334242,2,358
29,0 days 00:00:07.638231,0.12357168768348685,6,294
30,0 days 00:00:05.444536,0.2710707561486773,4,406
31,0 days 00:00:03.359193,0.16177612541065944,2,466
32,0 days 00:00:13.439404,0.1270684664841994,5,899
33,0 days 00:00:03.451435,0.01967421788965314,2,354
34,0 days 00:00:12.761271,0.04527784942108609,6,653
35,0 days 00:00:17.382565,0.028430521220845457,5,999
36,0 days 00:00:12.839436,0.023826457393688504,6,592
37,0 days 00:00:10.610390,0.07738454114898916,5,578
38,0 days 00:00:01.981836,0.021120414448590873,2,208
39,0 days 00:00:20.368163,0.01948520532888833,5,908
40,0 days 00:00:05.287860,0.010069577086487713,4,328
41,0 days 00:00:01.677507,0.3568490092680101,2,241
42,0 days 00:00:06.462879,0.03604107071879325,4,533
43,0 days 00:00:04.241186,0.092077569652701,2,650
44,0 days 00:00:02.176413,0.09285807877562333,2,203
45,0 days 00:00:06.431911,0.2673397215843802,3,543
46,0 days 00:00:04.960583,0.04316801812713958,2,642
47,0 days 00:00:05.495825,0.013939308130323558,5,254
48,0 days 00:00:04.261326,0.027960784485909846,2,547
49,0 days 00:00:08.221679,0.015695368888195012,5,412
