number,duration,params_learning_rate,params_max_depth,params_n_estimators
50,0 days 00:00:11.087458,0.07798838124838352,6,532
51,0 days 00:00:11.066811,0.010788388875043969,4,875
52,0 days 00:00:04.613842,0.039612105632469516,2,603
53,0 days 00:00:06.143273,0.11182410439260795,4,474
54,0 days 00:00:04.948945,0.14220023996989548,5,283
55,0 days 00:00:03.939068,0.07179345745117528,2,509
56,0 days 00:00:04.221224,0.08735300776762987,4,285
57,0 days 00:00:03.082448,0.025064648980183294,3,212
58,0 days 00:00:04.771407,0.017324119243335042,3,420
59,0 days 00:00:15.309676,0.011199008216163172,6,694
60,0 days 00:00:05.392904,0.04334507183255144,5,301
61,0 days 00:00:04.666157,0.11639349951124352,4,261
62,0 days 00:00:08.866267,0.04373822310069973,6,392
63,0 days 00:00:13.002187,0.3297677457408298,6,528
64,0 days 00:00:10.820440,0.012569728454876573,6,430
65,0 days 00:00:05.232020,0.09741301998724847,2,793
66,0 days 00:00:06.083482,0.1125361556094647,3,594
67,0 days 00:00:07.368406,0.013929339463455835,6,278
68,0 days 00:00:03.412086,0.01957153685930103,3,250
69,0 days 00:00:02.957185,0.07835069877383675,2,315
70,0 days 00:00:17.279558,0.4448140412840306,6,868
71,0 days 00:00:04.055833,0.1477565526267585,3,373
72,0 days 00:00:05.834586,0.038641120449193926,2,838
73,0 days 00:00:03.029846,0.012540723951065176,2,326
74,0 days 00:00:19.338320,0.023341285964581918,5,851
75,0 days 00:00:05.714672,0.22580617762724842,4,441
76,0 days 00:00:09.480311,0.08958273499049095,6,448
77,0 days 00:00:14.588505,0.32251562230321307,6,566
78,0 days 00:00:02.480555,0.20087267477226414,3,209
79,0 days 00:00:02.992705,0.0472328948051825,3,261
80,0 days 00:00:09.272104,0.19837658462744828,3,937
81,0 days 00:00:04.861650,0.10073959113766875,4,347
82,0 days 00:00:13.060797,0.24856488534745702,6,584
83,0 days 00:00:07.807263,0.028226583970511237,5,305
84,0 days 00:00:06.303490,0.026986848521665663,3,601
85,0 days 00:00:03.151627,0.03651979147079504,3,259
86,0 days 00:00:12.759811,0.2920877653312809,4,986
87,0 days 00:00:06.335549,0.24611804499623208,6,262
88,0 days 00:00:07.479070,0.11432410690028211,6,281
89,0 days 00:00:05.602999,0.18832964969196322,4,405
90,0 days 00:00:06.208781,0.08147541836073716,3,619
91,0 days 00:00:04.590510,0.05065206523566416,4,255
92,0 days 00:00:04.150755,0.26169046684848346,3,391
93,0 days 00:00:08.534276,0.012687307658836501,5,471
94,0 days 00:00:06.319040,0.012018541649131614,5,290
95,0 days 00:00:09.387069,0.22906080788444436,5,710
96,0 days 00:00:09.454448,0.016493469583627834,5,705
97,0 days 00:00:07.368114,0.013497111446040749,4,647
98,0 days 00:00:11.208508,0.06335580400206108,6,785
99,0 days 00:00:10.230832,0.048672172491286886,5,974
