number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:07.374563,0.2417391940386152,5,387
1,0 days 00:00:05.715223,0.036474706684991046,6,236
2,0 days 00:00:05.553426,0.014225815679453047,5,257
3,0 days 00:00:05.684127,0.315750841656055,5,340
4,0 days 00:00:11.053912,0.10712787234644368,5,515
5,0 days 00:00:08.621442,0.012222832982008552,3,848
6,0 days 00:00:01.880570,0.12405336609221962,2,238
7,0 days 00:00:06.171785,0.03143351081147288,6,229
8,0 days 00:00:05.811268,0.42591433363821773,4,468
9,0 days 00:00:02.615349,0.016001377609619748,2,291
10,0 days 00:00:11.016643,0.37545096457055166,6,520
11,0 days 00:00:08.694886,0.10583508724673048,6,452
12,0 days 00:00:17.547838,0.07898474036938723,6,625
13,0 days 00:00:12.688723,0.12682972000756032,4,854
14,0 days 00:00:05.288191,0.05377267067406087,4,365
15,0 days 00:00:05.936945,0.1045921951459205,3,607
16,0 days 00:00:03.855051,0.05577191106924445,4,293
17,0 days 00:00:08.011285,0.1200808224892378,4,430
18,0 days 00:00:03.103999,0.05349640803090974,2,365
19,0 days 00:00:08.053658,0.013174934597527993,3,526
20,0 days 00:00:22.703767,0.014218693601691644,6,993
21,0 days 00:00:11.025947,0.013964159390361141,6,279
22,0 days 00:00:05.330033,0.22342977568935987,3,447
23,0 days 00:00:11.888512,0.18724461779483756,3,929
24,0 days 00:00:10.077248,0.10332681287096733,6,296
25,0 days 00:00:10.696919,0.07651700670667125,5,501
26,0 days 00:00:08.537585,0.030103626962244393,3,801
27,0 days 00:00:15.540829,0.10251369056857987,6,744
28,0 days 00:00:03.077492,0.029865917978334242,2,358
29,0 days 00:00:06.786034,0.12357168768348685,6,294
30,0 days 00:00:06.200619,0.2710707561486773,4,406
31,0 days 00:00:03.552121,0.16177612541065944,2,466
32,0 days 00:00:14.786108,0.1270684664841994,5,899
33,0 days 00:00:03.015185,0.01967421788965314,2,354
34,0 days 00:00:13.423827,0.04527784942108609,6,653
35,0 days 00:00:17.708006,0.028430521220845457,5,999
36,0 days 00:00:15.360021,0.023826457393688504,6,592
37,0 days 00:00:10.483761,0.07738454114898916,5,578
38,0 days 00:00:02.282487,0.021120414448590873,2,208
39,0 days 00:00:20.500964,0.01948520532888833,5,908
40,0 days 00:00:05.425408,0.010069577086487713,4,328
41,0 days 00:00:01.974342,0.3568490092680101,2,241
42,0 days 00:00:07.443515,0.03604107071879325,4,533
43,0 days 00:00:06.176704,0.092077569652701,2,650
44,0 days 00:00:02.051651,0.09285807877562333,2,203
45,0 days 00:00:06.809977,0.2673397215843802,3,543
46,0 days 00:00:05.258673,0.04316801812713958,2,642
47,0 days 00:00:06.181928,0.013939308130323558,5,254
48,0 days 00:00:03.862417,0.027960784485909846,2,547
49,0 days 00:00:10.750296,0.015695368888195012,5,412
50,0 days 00:00:11.507198,0.07798838124838352,6,532
51,0 days 00:00:12.213763,0.010788388875043969,4,875
52,0 days 00:00:04.568240,0.039612105632469516,2,603
53,0 days 00:00:06.801628,0.11182410439260795,4,474
54,0 days 00:00:05.572701,0.14220023996989548,5,283
55,0 days 00:00:03.933597,0.07179345745117528,2,509
56,0 days 00:00:04.517915,0.08735300776762987,4,285
57,0 days 00:00:02.623940,0.025064648980183294,3,212
58,0 days 00:00:04.778868,0.017324119243335042,3,420
59,0 days 00:00:16.981411,0.011199008216163172,6,694
60,0 days 00:00:05.736982,0.04334507183255144,5,301
61,0 days 00:00:03.861534,0.11639349951124352,4,261
62,0 days 00:00:10.112749,0.04373822310069973,6,392
63,0 days 00:00:10.990708,0.3297677457408298,6,528
64,0 days 00:00:10.571179,0.012569728454876573,6,430
65,0 days 00:00:06.951300,0.09741301998724847,2,793
66,0 days 00:00:05.795640,0.1125361556094647,3,594
67,0 days 00:00:07.137187,0.013929339463455835,6,278
68,0 days 00:00:03.355653,0.01957153685930103,3,250
69,0 days 00:00:03.160420,0.07835069877383675,2,315
70,0 days 00:00:16.826722,0.4448140412840306,6,868
71,0 days 00:00:04.257724,0.1477565526267585,3,373
72,0 days 00:00:07.331351,0.038641120449193926,2,838
73,0 days 00:00:03.070585,0.012540723951065176,2,326
