number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:07.098940,0.2417391940386152,5,387
1,0 days 00:00:06.325902,0.036474706684991046,6,236
2,0 days 00:00:05.986946,0.014225815679453047,5,257
3,0 days 00:00:06.663729,0.315750841656055,5,340
4,0 days 00:00:08.532221,0.10712787234644368,5,515
5,0 days 00:00:07.469711,0.012222832982008552,3,848
6,0 days 00:00:02.665446,0.12405336609221962,2,238
7,0 days 00:00:05.351912,0.03143351081147288,6,229
8,0 days 00:00:06.637066,0.42591433363821773,4,468
9,0 days 00:00:03.290684,0.016001377609619748,2,291
10,0 days 00:00:10.033681,0.37545096457055166,6,520
11,0 days 00:00:08.143078,0.10583508724673048,6,452
12,0 days 00:00:12.605085,0.07898474036938723,6,625
13,0 days 00:00:14.188472,0.12682972000756032,4,854
14,0 days 00:00:05.229931,0.05377267067406087,4,365
15,0 days 00:00:05.673869,0.1045921951459205,3,607
16,0 days 00:00:04.204106,0.05577191106924445,4,293
17,0 days 00:00:07.443011,0.1200808224892378,4,430
18,0 days 00:00:03.896968,0.05349640803090974,2,365
19,0 days 00:00:05.532487,0.013174934597527993,3,526
20,0 days 00:00:21.355953,0.014218693601691644,6,993
21,0 days 00:00:07.591648,0.013964159390361141,6,279
22,0 days 00:00:04.740299,0.22342977568935987,3,447
23,0 days 00:00:09.303197,0.18724461779483756,3,929
24,0 days 00:00:07.597770,0.10332681287096733,6,296
25,0 days 00:00:11.509539,0.07651700670667125,5,501
26,0 days 00:00:08.224179,0.030103626962244393,3,801
27,0 days 00:00:16.025042,0.10251369056857987,6,744
28,0 days 00:00:03.424951,0.029865917978334242,2,358
29,0 days 00:00:06.587544,0.12357168768348685,6,294
30,0 days 00:00:05.282324,0.2710707561486773,4,406
31,0 days 00:00:03.664471,0.16177612541065944,2,466
32,0 days 00:00:16.572649,0.1270684664841994,5,899
33,0 days 00:00:03.651983,0.01967421788965314,2,354
34,0 days 00:00:13.618120,0.04527784942108609,6,653
35,0 days 00:00:20.818348,0.028430521220845457,5,999
36,0 days 00:00:12.718644,0.023826457393688504,6,592
37,0 days 00:00:09.827585,0.07738454114898916,5,578
38,0 days 00:00:02.076799,0.021120414448590873,2,208
39,0 days 00:00:15.279323,0.01948520532888833,5,908
40,0 days 00:00:04.633716,0.010069577086487713,4,328
41,0 days 00:00:01.762613,0.3568490092680101,2,241
42,0 days 00:00:07.464395,0.03604107071879325,4,533
43,0 days 00:00:04.304395,0.092077569652701,2,650
44,0 days 00:00:01.965306,0.09285807877562333,2,203
45,0 days 00:00:05.329195,0.2673397215843802,3,543
46,0 days 00:00:05.088365,0.04316801812713958,2,642
47,0 days 00:00:05.632054,0.013939308130323558,5,254
48,0 days 00:00:04.976216,0.027960784485909846,2,547
49,0 days 00:00:07.840288,0.015695368888195012,5,412
50,0 days 00:00:11.568942,0.07798838124838352,6,532
51,0 days 00:00:12.506900,0.010788388875043969,4,875
52,0 days 00:00:04.187236,0.039612105632469516,2,603
53,0 days 00:00:06.701964,0.11182410439260795,4,474
54,0 days 00:00:05.482230,0.14220023996989548,5,283
55,0 days 00:00:04.671391,0.07179345745117528,2,509
56,0 days 00:00:04.129378,0.08735300776762987,4,285
57,0 days 00:00:02.548590,0.025064648980183294,3,212
58,0 days 00:00:04.834523,0.017324119243335042,3,420
59,0 days 00:00:14.787839,0.011199008216163172,6,694
60,0 days 00:00:05.823575,0.04334507183255144,5,301
61,0 days 00:00:04.191297,0.11639349951124352,4,261
62,0 days 00:00:09.983304,0.04373822310069973,6,392
63,0 days 00:00:11.062779,0.3297677457408298,6,528
64,0 days 00:00:09.795469,0.012569728454876573,6,430
65,0 days 00:00:05.390528,0.09741301998724847,2,793
