number,duration,params_learning_rate,params_max_depth,params_n_estimators
66,0 days 00:00:06.308391,0.1125361556094647,3,594
67,0 days 00:00:07.227408,0.013929339463455835,6,278
68,0 days 00:00:03.292785,0.01957153685930103,3,250
69,0 days 00:00:02.434866,0.07835069877383675,2,315
70,0 days 00:00:18.192691,0.4448140412840306,6,868
71,0 days 00:00:04.160751,0.1477565526267585,3,373
72,0 days 00:00:06.053528,0.038641120449193926,2,838
73,0 days 00:00:03.547529,0.012540723951065176,2,326
74,0 days 00:00:13.745258,0.023341285964581918,5,851
75,0 days 00:00:06.644335,0.22580617762724842,4,441
76,0 days 00:00:09.543907,0.08958273499049095,6,448
77,0 days 00:00:11.575236,0.32251562230321307,6,566
78,0 days 00:00:02.712050,0.20087267477226414,3,209
79,0 days 00:00:03.382743,0.0472328948051825,3,261
80,0 days 00:00:08.339228,0.19837658462744828,3,937
81,0 days 00:00:04.903008,0.10073959113766875,4,347
82,0 days 00:00:11.826941,0.24856488534745702,6,584
83,0 days 00:00:06.241630,0.028226583970511237,5,305
84,0 days 00:00:06.985598,0.026986848521665663,3,601
85,0 days 00:00:03.706123,0.03651979147079504,3,259
86,0 days 00:00:12.313687,0.2920877653312809,4,986
87,0 days 00:00:07.117060,0.24611804499623208,6,262
88,0 days 00:00:06.580073,0.11432410690028211,6,281
89,0 days 00:00:05.405037,0.18832964969196322,4,405
90,0 days 00:00:05.921654,0.08147541836073716,3,619
91,0 days 00:00:04.632522,0.05065206523566416,4,255
92,0 days 00:00:04.591799,0.26169046684848346,3,391
93,0 days 00:00:08.725663,0.012687307658836501,5,471
94,0 days 00:00:07.666014,0.012018541649131614,5,290
95,0 days 00:00:09.709323,0.22906080788444436,5,710
96,0 days 00:00:09.867120,0.016493469583627834,5,705
97,0 days 00:00:07.345522,0.013497111446040749,4,647
98,0 days 00:00:10.529041,0.06335580400206108,6,785
99,0 days 00:00:11.189142,0.048672172491286886,5,974
