number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:08.795320,0.2417391940386152,5,387
1,0 days 00:00:06.044963,0.036474706684991046,6,236
2,0 days 00:00:06.226818,0.014225815679453047,5,257
3,0 days 00:00:06.329389,0.315750841656055,5,340
4,0 days 00:00:09.155585,0.10712787234644368,5,515
5,0 days 00:00:09.529936,0.012222832982008552,3,848
6,0 days 00:00:02.695354,0.12405336609221962,2,238
7,0 days 00:00:05.707561,0.03143351081147288,6,229
8,0 days 00:00:06.103168,0.42591433363821773,4,468
9,0 days 00:00:02.982714,0.016001377609619748,2,291
10,0 days 00:00:11.283416,0.37545096457055166,6,520
11,0 days 00:00:09.532019,0.10583508724673048,6,452
12,0 days 00:00:13.186191,0.07898474036938723,6,625
13,0 days 00:00:11.275313,0.12682972000756032,4,854
14,0 days 00:00:05.839765,0.05377267067406087,4,365
15,0 days 00:00:06.497085,0.1045921951459205,3,607
16,0 days 00:00:05.284769,0.05577191106924445,4,293
17,0 days 00:00:05.010330,0.1200808224892378,4,430
18,0 days 00:00:02.600323,0.05349640803090974,2,365
19,0 days 00:00:05.821814,0.013174934597527993,3,526
20,0 days 00:00:26.656225,0.014218693601691644,6,993
21,0 days 00:00:07.657817,0.013964159390361141,6,279
22,0 days 00:00:04.085251,0.22342977568935987,3,447
23,0 days 00:00:11.010478,0.18724461779483756,3,929
24,0 days 00:00:06.579400,0.10332681287096733,6,296
25,0 days 00:00:09.444934,0.07651700670667125,5,501
26,0 days 00:00:07.101285,0.030103626962244393,3,801
27,0 days 00:00:15.005941,0.10251369056857987,6,744
28,0 days 00:00:02.584894,0.029865917978334242,2,358
29,0 days 00:00:06.627035,0.12357168768348685,6,294
30,0 days 00:00:05.663938,0.2710707561486773,4,406
31,0 days 00:00:03.592366,0.16177612541065944,2,466
32,0 days 00:00:13.898021,0.1270684664841994,5,899
33,0 days 00:00:02.989777,0.01967421788965314,2,354
34,0 days 00:00:17.310737,0.04527784942108609,6,653
35,0 days 00:00:17.947002,0.028430521220845457,5,999
36,0 days 00:00:11.623273,0.023826457393688504,6,592
37,0 days 00:00:12.182929,0.07738454114898916,5,578
38,0 days 00:00:02.405612,0.021120414448590873,2,208
39,0 days 00:00:16.043413,0.01948520532888833,5,908
40,0 days 00:00:05.920913,0.010069577086487713,4,328
41,0 days 00:00:02.273018,0.3568490092680101,2,241
42,0 days 00:00:08.842519,0.03604107071879325,4,533
43,0 days 00:00:04.713635,0.092077569652701,2,650
44,0 days 00:00:01.763687,0.09285807877562333,2,203
45,0 days 00:00:04.945056,0.2673397215843802,3,543
46,0 days 00:00:04.476519,0.04316801812713958,2,642
47,0 days 00:00:06.011465,0.013939308130323558,5,254
48,0 days 00:00:04.178177,0.027960784485909846,2,547
49,0 days 00:00:09.067084,0.015695368888195012,5,412
50,0 days 00:00:11.178558,0.07798838124838352,6,532
51,0 days 00:00:13.089814,0.010788388875043969,4,875
52,0 days 00:00:04.149262,0.039612105632469516,2,603
53,0 days 00:00:06.332296,0.11182410439260795,4,474
54,0 days 00:00:05.369036,0.14220023996989548,5,283
55,0 days 00:00:03.569230,0.07179345745117528,2,509
56,0 days 00:00:04.239212,0.08735300776762987,4,285
57,0 days 00:00:02.840388,0.025064648980183294,3,212
58,0 days 00:00:04.302017,0.017324119243335042,3,420
59,0 days 00:00:16.678635,0.011199008216163172,6,694
60,0 days 00:00:05.505712,0.04334507183255144,5,301
61,0 days 00:00:03.890773,0.11639349951124352,4,261
62,0 days 00:00:09.849034,0.04373822310069973,6,392
63,0 days 00:00:11.436964,0.3297677457408298,6,528
64,0 days 00:00:13.820492,0.012569728454876573,6,430
65,0 days 00:00:06.570986,0.09741301998724847,2,793
66,0 days 00:00:05.687570,0.1125361556094647,3,594
67,0 days 00:00:07.961736,0.013929339463455835,6,278
68,0 days 00:00:02.597824,0.01957153685930103,3,250
69,0 days 00:00:03.059927,0.07835069877383675,2,315
70,0 days 00:00:21.826170,0.4448140412840306,6,868
71,0 days 00:00:03.841340,0.1477565526267585,3,373
72,0 days 00:00:05.542161,0.038641120449193926,2,838
73,0 days 00:00:03.730452,0.012540723951065176,2,326
74,0 days 00:00:17.899863,0.023341285964581918,5,851
75,0 days 00:00:07.220543,0.22580617762724842,4,441
76,0 days 00:00:08.746773,0.08958273499049095,6,448
77,0 days 00:00:11.239007,0.32251562230321307,6,566
78,0 days 00:00:02.569026,0.20087267477226414,3,209
79,0 days 00:00:03.541474,0.0472328948051825,3,261
80,0 days 00:00:07.978798,0.19837658462744828,3,937
81,0 days 00:00:04.942814,0.10073959113766875,4,347
82,0 days 00:00:12.055776,0.24856488534745702,6,584
83,0 days 00:00:05.448163,0.028226583970511237,5,305
84,0 days 00:00:05.648726,0.026986848521665663,3,601
85,0 days 00:00:02.555764,0.03651979147079504,3,259
86,0 days 00:00:12.435052,0.2920877653312809,4,986
87,0 days 00:00:06.086078,0.24611804499623208,6,262
88,0 days 00:00:05.978057,0.11432410690028211,6,281
89,0 days 00:00:05.981187,0.18832964969196322,4,405
90,0 days 00:00:05.383104,0.08147541836073716,3,619
91,0 days 00:00:03.303976,0.05065206523566416,4,255
92,0 days 00:00:04.530887,0.26169046684848346,3,391
93,0 days 00:00:08.890423,0.012687307658836501,5,471
94,0 days 00:00:06.365807,0.012018541649131614,5,290
95,0 days 00:00:09.997571,0.22906080788444436,5,710
96,0 days 00:00:10.104021,0.016493469583627834,5,705
97,0 days 00:00:07.767334,0.013497111446040749,4,647
98,0 days 00:00:10.783180,0.06335580400206108,6,785
99,0 days 00:00:10.427464,0.048672172491286886,5,974
