number,duration,params_learning_rate,params_max_depth,params_n_estimators
0,0 days 00:00:08.746619,0.2417391940386152,5,387
1,0 days 00:00:06.295237,0.036474706684991046,6,236
2,0 days 00:00:05.184920,0.014225815679453047,5,257
3,0 days 00:00:06.911335,0.315750841656055,5,340
4,0 days 00:00:11.724219,0.10712787234644368,5,515
5,0 days 00:00:07.468102,0.012222832982008552,3,848
6,0 days 00:00:02.603234,0.12405336609221962,2,238
7,0 days 00:00:06.049604,0.03143351081147288,6,229
8,0 days 00:00:06.596060,0.42591433363821773,4,468
9,0 days 00:00:02.979209,0.016001377609619748,2,291
10,0 days 00:00:13.433334,0.37545096457055166,6,520
11,0 days 00:00:09.757855,0.10583508724673048,6,452
12,0 days 00:00:13.564493,0.07898474036938723,6,625
13,0 days 00:00:10.245223,0.12682972000756032,4,854
14,0 days 00:00:05.309776,0.05377267067406087,4,365
15,0 days 00:00:05.715877,0.1045921951459205,3,607
16,0 days 00:00:04.078270,0.05577191106924445,4,293
17,0 days 00:00:06.102557,0.1200808224892378,4,430
18,0 days 00:00:03.010997,0.05349640803090974,2,365
19,0 days 00:00:05.582231,0.013174934597527993,3,526
20,0 days 00:00:28.742798,0.014218693601691644,6,993
21,0 days 00:00:09.388551,0.013964159390361141,6,279
22,0 days 00:00:04.167749,0.22342977568935987,3,447
23,0 days 00:00:08.940906,0.18724461779483756,3,929
24,0 days 00:00:06.699490,0.10332681287096733,6,296
25,0 days 00:00:09.053502,0.07651700670667125,5,501
26,0 days 00:00:06.771702,0.030103626962244393,3,801
27,0 days 00:00:16.240987,0.10251369056857987,6,744
28,0 days 00:00:02.612763,0.029865917978334242,2,358
29,0 days 00:00:05.818782,0.12357168768348685,6,294
30,0 days 00:00:06.704953,0.2710707561486773,4,406
31,0 days 00:00:02.699522,0.16177612541065944,2,466
32,0 days 00:00:17.981203,0.1270684664841994,5,899
33,0 days 00:00:03.260679,0.01967421788965314,2,354
34,0 days 00:00:14.971807,0.04527784942108609,6,653
35,0 days 00:00:19.963568,0.028430521220845457,5,999
36,0 days 00:00:15.283876,0.023826457393688504,6,592
37,0 days 00:00:12.346368,0.07738454114898916,5,578
38,0 days 00:00:02.478554,0.021120414448590873,2,208
39,0 days 00:00:17.341555,0.01948520532888833,5,908
40,0 days 00:00:05.683654,0.010069577086487713,4,328
41,0 days 00:00:02.305965,0.3568490092680101,2,241
42,0 days 00:00:10.438404,0.03604107071879325,4,533
43,0 days 00:00:05.572767,0.092077569652701,2,650
44,0 days 00:00:02.065214,0.09285807877562333,2,203
45,0 days 00:00:06.003632,0.2673397215843802,3,543
46,0 days 00:00:04.783465,0.04316801812713958,2,642
