number,duration,params_learning_rate,params_max_depth,params_n_estimators
47,0 days 00:00:06.094336,0.013939308130323558,5,254
48,0 days 00:00:04.821001,0.027960784485909846,2,547
49,0 days 00:00:08.364642,0.015695368888195012,5,412
50,0 days 00:00:12.109265,0.07798838124838352,6,532
51,0 days 00:00:12.500993,0.010788388875043969,4,875
52,0 days 00:00:04.387517,0.039612105632469516,2,603
53,0 days 00:00:06.501118,0.11182410439260795,4,474
54,0 days 00:00:05.576215,0.14220023996989548,5,283
55,0 days 00:00:04.373167,0.07179345745117528,2,509
56,0 days 00:00:04.053745,0.08735300776762987,4,285
57,0 days 00:00:02.296832,0.025064648980183294,3,212
58,0 days 00:00:03.989543,0.017324119243335042,3,420
59,0 days 00:00:14.877897,0.011199008216163172,6,694
60,0 days 00:00:06.015260,0.04334507183255144,5,301
61,0 days 00:00:03.493638,0.11639349951124352,4,261
62,0 days 00:00:09.040994,0.04373822310069973,6,392
63,0 days 00:00:12.607550,0.3297677457408298,6,528
64,0 days 00:00:10.066561,0.012569728454876573,6,430
65,0 days 00:00:05.580615,0.09741301998724847,2,793
66,0 days 00:00:05.851577,0.1125361556094647,3,594
67,0 days 00:00:07.622423,0.013929339463455835,6,278
68,0 days 00:00:02.927273,0.01957153685930103,3,250
69,0 days 00:00:02.900440,0.07835069877383675,2,315
70,0 days 00:00:17.335973,0.4448140412840306,6,868
71,0 days 00:00:03.142673,0.1477565526267585,3,373
72,0 days 00:00:05.896380,0.038641120449193926,2,838
73,0 days 00:00:03.345150,0.012540723951065176,2,326
74,0 days 00:00:14.870996,0.023341285964581918,5,851
75,0 days 00:00:06.191178,0.22580617762724842,4,441
76,0 days 00:00:08.471580,0.08958273499049095,6,448
77,0 days 00:00:11.262144,0.32251562230321307,6,566
78,0 days 00:00:02.226578,0.20087267477226414,3,209
79,0 days 00:00:02.776481,0.0472328948051825,3,261
80,0 days 00:00:08.395742,0.19837658462744828,3,937
81,0 days 00:00:04.794007,0.10073959113766875,4,347
82,0 days 00:00:11.961078,0.24856488534745702,6,584
83,0 days 00:00:07.502443,0.028226583970511237,5,305
84,0 days 00:00:06.064495,0.026986848521665663,3,601
85,0 days 00:00:03.088364,0.03651979147079504,3,259
86,0 days 00:00:13.799448,0.2920877653312809,4,986
87,0 days 00:00:06.025666,0.24611804499623208,6,262
88,0 days 00:00:06.977095,0.11432410690028211,6,281
89,0 days 00:00:05.803051,0.18832964969196322,4,405
90,0 days 00:00:07.206479,0.08147541836073716,3,619
91,0 days 00:00:04.138648,0.05065206523566416,4,255
92,0 days 00:00:04.309514,0.26169046684848346,3,391
93,0 days 00:00:10.291502,0.012687307658836501,5,471
94,0 days 00:00:07.902977,0.012018541649131614,5,290
95,0 days 00:00:10.293448,0.22906080788444436,5,710
96,0 days 00:00:11.083778,0.016493469583627834,5,705
97,0 days 00:00:07.842188,0.013497111446040749,4,647
98,0 days 00:00:11.191291,0.06335580400206108,6,785
99,0 days 00:00:11.329883,0.048672172491286886,5,974
