number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
187,0 days 00:02:46.452388,0.8025472831936925,0.0037890740514117216,12,0.6300378882167723,0.04985670233953954,5000,54,0.009033344360154624
188,0 days 00:04:08.220911,0.856697998182444,0.005966376396243816,17,0.011868574327091255,0.003719341623808437,5000,10,0.01801883462766127
189,0 days 00:04:26.178928,0.1428269230799201,0.0017198039588038425,13,121.61289005612177,0.16893568808078488,5000,75,0.8840044620660371
190,0 days 00:00:36.344436,0.00942935268251722,0.1309704005582504,4,38.178682251897236,0.00692846283021921,5000,41,30.77304507284688
191,0 days 00:04:07.540607,0.00986671924886001,0.01062881293063088,6,0.031483591798472224,0.005861758590476716,5000,10,285.4602807848887
192,0 days 00:04:20.403270,0.003970242472929473,0.0025704144186186957,6,0.011355576143118802,0.005571329233945538,5000,26,38.62275249277402
193,0 days 00:03:09.915446,0.12687440446576514,0.018721961832152828,3,20.51556621461204,0.007702436995589288,5000,50,0.8255755511376848
194,0 days 00:04:13.291186,0.844814717931075,0.002532602026734052,17,336.44073604691954,0.009832977454085946,5000,50,1.6336155374733805
195,0 days 00:04:10.173228,0.045551866222751265,0.0038055848910919787,5,48.42290541150896,0.1115217379687334,5000,43,0.003159449451192314
196,0 days 00:02:00.521765,0.02965765661600174,0.044531219536839424,5,14.992683087254923,0.05571060735870951,5000,12,107.91265049357894
197,0 days 00:01:46.319564,0.01953535620511626,0.009146449916599107,14,1.255592901069262,0.17379454862041474,5000,33,1.2283353477143697
198,0 days 00:04:01.808233,0.005975569575310889,0.023275332659578374,2,0.025890644741757795,0.04633695007144756,5000,15,40.68613388923376
199,0 days 00:04:16.794350,0.04181573345848394,0.0010493540912183078,5,0.041956412339761495,0.004104306082474446,5000,34,245.62160638580704
200,0 days 00:04:13.830541,0.03399313009961815,0.0034326103035520043,18,0.46152798859694216,0.016055355838921932,5000,12,129.81407647039157
201,0 days 00:00:45.193572,0.7659766702020173,0.01496228368338683,12,0.024224484062212767,0.004697256693792694,5000,67,0.0024325437894929013
202,0 days 00:04:11.068845,0.00315186040690288,0.0021604096269134164,18,0.03007496100002214,0.09623965775303957,5000,61,0.14152953109670938
203,0 days 00:00:20.260707,0.6856820868169771,0.06272882215282471,15,41.09612001265266,0.17170690583738696,5000,67,0.05332771459778031
204,0 days 00:04:02.839139,0.021854983161013655,0.012049077293808098,3,829.9799355460628,0.01710611048682612,5000,20,2.9481500293434437
205,0 days 00:00:42.513864,0.00794118437039756,0.06374137723783138,17,0.7186835995551969,0.019342923838162045,5000,27,55.69551285462896
