number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_max_depth,params_multiplier_learning_rate,params_n_estimators
29,0 days 00:00:23.754078,0.33756080625681056,0.026841808259726072,4,0.005433598419869594,869
30,0 days 00:00:06.793903,0.15684920752353596,0.22276630445619267,3,0.37556277094149276,526
31,0 days 00:00:09.938627,0.0087795988430506,0.2950931214870413,2,0.01987379733899966,929
32,0 days 00:00:04.493003,0.2413593671882122,0.13486599431826254,6,0.47026423641180365,376
33,0 days 00:00:08.432722,0.039345108333909445,0.24302561139907988,2,0.024984020680349436,707
34,0 days 00:00:09.004639,0.016510552005536985,0.01603521359574231,5,0.4652178854483113,808
35,0 days 00:00:05.288400,0.050529862611031345,0.16648874018325424,6,0.11764320699765193,410
36,0 days 00:00:04.475386,0.0072871239343463125,0.030885698108559352,6,0.013536797731257388,216
37,0 days 00:00:08.640667,0.04653291737092463,0.3332359352470148,6,0.05823478739074997,798
38,0 days 00:00:04.159802,0.17244922842864055,0.01692541590491403,5,0.47190901176447786,323
39,0 days 00:00:06.849065,0.028584848221371993,0.06736829089308319,6,0.03821883482346751,570
40,0 days 00:00:09.020194,0.016660669892147813,0.4035013246189264,6,0.2980670741766061,833
41,0 days 00:00:07.055559,0.3703475875671003,0.29275472906275296,5,0.3299157732709212,641
42,0 days 00:00:07.144763,0.03352255740076026,0.02669806355397108,5,0.006756986414814966,433
43,0 days 00:00:03.927127,0.30166500929870527,0.08427380788720865,5,0.0400951443473316,249
44,0 days 00:00:05.435832,0.029403601623848103,0.07417409728379769,3,0.04393324090799737,418
45,0 days 00:00:06.366369,0.032298962632297,0.15891519427997286,4,0.07766883101182391,523
46,0 days 00:00:07.014860,0.15386112499982665,0.4038689616316834,5,0.005681213847765187,611
47,0 days 00:00:06.843155,0.018079364418131537,0.010431851005557113,4,0.038736145506874375,554
48,0 days 00:00:07.746041,0.04578335757969214,0.012152216852946547,6,0.01657584258908095,380
49,0 days 00:00:05.373496,0.03989341071155975,0.011258936240692475,5,0.09228225849311314,418
50,0 days 00:00:10.431302,0.16186691690556138,0.021671406012684424,4,0.010918153441981134,906
51,0 days 00:00:05.028161,0.45750922349719086,0.0209021306385799,6,0.2693213125755157,407
52,0 days 00:00:03.313829,0.020127793923526368,0.021419979233704225,2,0.43734435250895914,280
53,0 days 00:00:10.118149,0.008359310452974875,0.13367667112937187,4,0.005166005370745167,801
54,0 days 00:00:05.828414,0.053465504221029046,0.17891488030001015,6,0.3168050727968331,528
55,0 days 00:00:03.422454,0.006976093983197604,0.04605925050880656,4,0.26178567290677934,296
56,0 days 00:00:08.856491,0.01006474042658708,0.0326430026043944,6,0.3065410329488042,812
57,0 days 00:00:03.199877,0.006558652921966742,0.4813937900757306,3,0.006570189135377933,255
58,0 days 00:00:10.480934,0.04408391581714373,0.02637771475524531,6,0.015583386613152755,697
59,0 days 00:00:11.899647,0.012220111689059619,0.04996779833413058,6,0.008369300894869734,913
60,0 days 00:00:06.422073,0.03855341804040496,0.4750975342055298,4,0.0077671293409055705,507
61,0 days 00:00:05.764121,0.008303223800772875,0.3117494365234916,5,0.07073219394067976,495
62,0 days 00:00:05.919285,0.06081281777344446,0.3110320941766937,3,0.008003194762538308,520
63,0 days 00:00:08.669678,0.007020945796580841,0.06950301324327118,3,0.0813743121400041,799
64,0 days 00:00:04.572198,0.09843436347217031,0.1481288475551858,6,0.005368613679958294,202
65,0 days 00:00:12.956723,0.25915828546770425,0.018925957379145895,6,0.02927679017726456,928
66,0 days 00:00:11.003970,0.05826512232819176,0.07433631492435398,5,0.010127689997719819,931
67,0 days 00:00:03.376581,0.16201833356473608,0.3137266014925083,4,0.011399644473297367,218
68,0 days 00:00:08.078250,0.006064642333871501,0.12135333905734784,5,0.21743987498043135,713
69,0 days 00:00:03.210019,0.01043480598492433,0.040729974679447924,2,0.023078184122745864,277
70,0 days 00:00:06.790522,0.3617481629853499,0.014626027546350331,4,0.0609898735752964,567
71,0 days 00:00:09.134515,0.04480788617682224,0.34675505807755463,6,0.0596444247435657,799
72,0 days 00:00:05.405890,0.18497764931852193,0.014324027399564714,5,0.029703661528807532,293
73,0 days 00:00:08.768561,0.05549073414914964,0.05848318816028024,3,0.008861637183854448,774
74,0 days 00:00:05.398254,0.009053610698361506,0.021988783594035975,6,0.24404270946545942,400
75,0 days 00:00:04.363687,0.018769931010693117,0.15199559546056018,4,0.09288190797706553,378
76,0 days 00:00:03.626522,0.008256688006502144,0.07688028714946116,2,0.025063694068591557,290
77,0 days 00:00:04.965999,0.16217592129604325,0.379054619969564,5,0.4800996238743638,410
78,0 days 00:00:04.172874,0.027282372169004795,0.03629627669267311,6,0.12509076266996547,299
79,0 days 00:00:08.341655,0.0050316314502107055,0.039409679928905296,6,0.01032202488713347,514
80,0 days 00:00:06.009370,0.2177460149590892,0.0786699501851889,5,0.40259538844187376,506
81,0 days 00:00:03.947611,0.3208466325736748,0.07461333521174889,3,0.14150533229059886,291
82,0 days 00:00:10.231299,0.09907384042487684,0.11429553672640193,2,0.012281433147453885,919
83,0 days 00:00:02.537909,0.029629556633525057,0.021102063804392186,2,0.16072650825432713,213
84,0 days 00:00:05.199743,0.10880244549964214,0.031101087456899254,4,0.009568581839872895,358
85,0 days 00:00:02.973471,0.027205623380787775,0.014660811861758438,3,0.08204798030747935,221
86,0 days 00:00:09.137908,0.0888036032009883,0.3750240223805204,5,0.01147880261566887,749
87,0 days 00:00:04.326329,0.07289790346855728,0.46104428338727316,5,0.014681544614190727,355
88,0 days 00:00:07.529905,0.0064794628043344646,0.05784401474083903,2,0.14042076326884928,602
89,0 days 00:00:03.937134,0.012531221009635152,0.12617137674885595,5,0.014165547444137429,274
90,0 days 00:00:09.219214,0.35689365206313567,0.2541725654634004,2,0.04387196453507013,856
91,0 days 00:00:06.319669,0.2757008573614199,0.3366797792553913,2,0.05846298500880592,548
92,0 days 00:00:09.595800,0.012659240565480977,0.013658252826652352,2,0.16641279841517778,948
93,0 days 00:00:07.609482,0.019674212217235015,0.051780983985206204,3,0.04905192816466493,708
94,0 days 00:00:08.914675,0.4685699256213432,0.11882291276139113,6,0.01803748302899082,981
95,0 days 00:00:05.142835,0.0060984721969746195,0.013367415254709726,4,0.013547711123471447,324
96,0 days 00:00:05.291636,0.28032711182900716,0.025857314290933794,3,0.08276076211498265,418
97,0 days 00:00:04.476934,0.019590787763469793,0.1671623915996729,3,0.046708195155725066,483
98,0 days 00:00:06.451381,0.1087425914264633,0.20926815085987424,3,0.022754347212855335,889
99,0 days 00:00:03.705185,0.20503379331514837,0.04655686217998344,5,0.026768217381084723,316
