number,duration,params_fair_weight,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:01.566450,0.4881884547940865,0.07708523071337509,0.0016013883981482637,0.011318744240901893,24,62,41.566160419398855
1,0 days 00:00:01.567753,0.4864120634971955,0.4768409568835396,569.2886682001102,0.0057667693232598405,58,3,53.41219344019551
2,0 days 00:00:01.385081,0.721310432220538,0.4916925041081314,0.4876525775981682,0.1926978540023492,33,25,0.014865473231089405
3,0 days 00:00:01.996166,0.7090346123821458,0.03433175584093921,0.06670362318131476,0.4484702120944092,59,14,0.038037716315336964
4,0 days 00:00:08.195281,0.1439541330350737,0.251210983389677,38.94639562175269,0.0208234610477819,331,7,1.6581930211609177
5,0 days 00:00:02.297176,0.27652671037766047,0.4681507826548841,0.6413539925220901,0.001411701472022873,48,45,3.8285197055951334
6,0 days 00:00:01.332101,0.0427046113268107,0.12748008692161777,0.0066837294400517834,0.032685611851604277,21,44,0.003684389228071619
7,0 days 00:00:06.788307,0.548122049705833,0.025219976417854322,170.6044019215142,0.0025910304292840807,180,32,1.337181165172615
8,0 days 00:00:14.879240,0.07330663373491013,0.03893190422484619,1.2359377324624963,0.01953783640875569,300,60,0.0016584763648326531
9,0 days 00:00:05.117338,0.17544956740964607,0.23739864332672,96.13594814090285,0.029487444817581168,226,3,54.45027146607944
10,0 days 00:00:08.640470,0.6350566103079445,0.35303494127224005,0.04571654094237931,0.004302454478381398,189,49,269.816257286964
11,0 days 00:00:04.204032,0.19831691501801355,0.02179961679884808,22.260610458733016,0.0013900568784805366,70,56,0.05064465270657081
12,0 days 00:00:03.953490,0.40222405064737393,0.02524522676029676,11.495585177677484,0.008283001954769062,97,33,630.889334812215
13,0 days 00:00:01.875131,0.5558971942367824,0.40376650559184935,12.305278015742578,0.27217769424176824,40,51,981.4841199349519
14,0 days 00:00:01.614296,0.23542150226244665,0.20834556218293906,0.006303929880364432,0.10871834642106479,35,46,0.1173956879710526
15,0 days 00:00:11.264763,0.3805835845864791,0.2003922158541665,571.2961144897826,0.06464993713182386,431,19,0.7095910935935242
16,0 days 00:00:06.313443,0.5265725437583288,0.2519334935905736,0.01283754821126046,0.2832912253926165,121,57,0.016608670666417042
17,0 days 00:00:01.376949,0.7516232262486531,0.054420377808183824,1.3063535611779091,0.08537152746136262,48,8,42.944125539783556
18,0 days 00:00:06.261613,0.34364696603097783,0.01447760760031261,0.004279218718388075,0.2276094758779213,207,10,0.0201428724350573
19,0 days 00:00:01.269263,0.5322186694472013,0.24253366901750262,0.07432509501068131,0.004748350269454029,22,45,429.8253387077363
20,0 days 00:00:03.492680,0.3202539783521772,0.03829238521355581,0.03510008366499002,0.4360625525581571,111,16,0.346776063963468
21,0 days 00:00:00.537969,0.42325669015689166,0.041457297917701016,0.6303122809693562,0.020867451711869992,20,2,0.08190461826881208
22,0 days 00:00:09.939564,0.7917370338499671,0.016476915375310586,247.1103531299262,0.05074547075464768,303,30,0.003478746935775213
23,0 days 00:00:06.813850,0.20523788316104555,0.04094431482243512,78.72790650596211,0.020360562813530513,203,63,911.3536095053402
24,0 days 00:00:02.715538,0.14617653824470406,0.05808630224033009,0.001657358086048747,0.020010618291559906,48,58,0.0016924621975062239
25,0 days 00:00:02.427851,0.4928038486229641,0.32960996187233316,0.3491889822409129,0.07608827568252569,76,13,674.863891661853
26,0 days 00:00:09.276629,0.12204354771465585,0.01817546604216892,162.22490874746913,0.008136417718829114,310,51,645.366486857792
27,0 days 00:00:11.863165,0.94816335798979,0.03179911082135989,0.003561062127443069,0.20143905987352997,287,43,0.05066047380639654
28,0 days 00:00:01.191838,0.11380204275733673,0.11968719989921757,0.04228860911752377,0.0027489733936442245,21,57,0.13114890690638936
29,0 days 00:00:01.186244,0.2869615843489438,0.09087650265148606,0.5929923567766875,0.05316999103267252,35,12,62.81782748733805
30,0 days 00:00:06.368433,0.011490904151035368,0.12228062075130977,853.6669083822587,0.1514834200768864,252,32,0.0024168882871067926
31,0 days 00:00:19.359663,0.6826768237680004,0.025293926024942872,3.8323256261306944,0.09647427330398826,411,54,0.001198642825526693
32,0 days 00:00:03.512978,0.7567171734643711,0.06282085913895437,9.304627772027928,0.22244869782461488,98,28,0.07308365718348622
33,0 days 00:00:02.313119,0.03528150720036792,0.07751048881733998,0.07587360611899635,0.01621619356082384,58,34,0.010133642535059339
34,0 days 00:00:01.006494,0.25368117225986314,0.03811419978068522,0.22559258922088957,0.05056028327456833,37,2,0.0012896288944517764
35,0 days 00:00:01.387042,0.6522006698167732,0.06605184875413299,0.529588548247623,0.009743734821584695,42,17,0.0023381512365277476
36,0 days 00:00:03.350608,0.5939068196048303,0.07713210421787171,0.1557523145645979,0.0037274383942567505,68,55,0.0057740607156099065
37,0 days 00:00:02.100375,0.8811841477922022,0.017276603436595785,1.6258959135382687,0.012145737089557473,48,38,4.640077206661836
38,0 days 00:00:09.223754,0.06261215963172898,0.026321576114722363,0.2848646295786693,0.0017072653900442757,363,11,12.497702112134931
39,0 days 00:00:04.865432,0.22065410283045392,0.24731988352364748,368.4646424837618,0.010637294977515623,207,6,215.42230842939742
