number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators
0,0 days 00:00:01.606016,0.015880149636209658,4,0.00448176461425998,206
1,0 days 00:00:04.379331,0.23010703471004604,4,0.5932229209135701,511
2,0 days 00:00:02.306284,0.19642504971212219,4,0.005078228581348188,252
3,0 days 00:00:02.461952,0.06973271579604334,6,0.6832440468754333,209
4,0 days 00:00:05.867262,0.011828662994287996,4,10.826850934028652,562
5,0 days 00:00:03.544453,0.13586600829380402,4,16.70433914050248,414
6,0 days 00:00:02.775550,0.1339635774193281,4,0.7692982397047483,307
7,0 days 00:00:09.177152,0.3440174585507187,5,10.090275973025772,863
8,0 days 00:00:07.419338,0.024169634234949552,6,19.91030154830411,496
9,0 days 00:00:04.625559,0.08113355064627513,6,0.2993110762163959,289
10,0 days 00:00:03.415816,0.03570784213790817,5,18.720920946591818,250
11,0 days 00:00:05.484073,0.10078760061921394,6,0.02913444265476148,391
12,0 days 00:00:05.679399,0.013634448611329621,6,0.005263099932714137,275
13,0 days 00:00:01.350393,0.13156939006364737,3,16.866294241018224,231
14,0 days 00:00:04.436486,0.1391380415043722,2,17.5890686599274,909
15,0 days 00:00:03.236268,0.20730481995328032,3,0.09898311858663672,478
16,0 days 00:00:01.377825,0.011267430957022283,3,0.44206415805750493,247
17,0 days 00:00:02.732569,0.34654794457013577,3,34.11011366782914,394
18,0 days 00:00:02.496608,0.04437216239801317,3,0.002035353716624194,331
19,0 days 00:00:06.533602,0.49167427372765105,6,16.346113707962726,425
20,0 days 00:00:01.914285,0.02372692324982489,3,17.096250362183905,309
21,0 days 00:00:02.442749,0.08445368575604836,4,0.032868548222672156,246
22,0 days 00:00:03.880098,0.14565092975249225,5,1.6291334996748745,274
23,0 days 00:00:05.900667,0.02098971373834328,3,0.08076590595235046,853
24,0 days 00:00:05.860687,0.1331797937640884,6,81.484693971463,441
25,0 days 00:00:09.708093,0.127807164583563,5,0.021857019360320737,667
26,0 days 00:00:05.901488,0.04930441695545101,3,0.12238581924485152,833
27,0 days 00:00:04.360445,0.011177239884810194,5,0.1918478744426575,237
28,0 days 00:00:02.299915,0.20271755687069518,2,54.684071333208664,474
29,0 days 00:00:07.026368,0.12291515446276192,5,0.2192214112668187,522
30,0 days 00:00:01.925895,0.2502407813543088,2,0.14545496353500273,388
31,0 days 00:00:03.756183,0.20930350975174383,3,0.016546834684174613,658
32,0 days 00:00:06.728046,0.024714037843634094,6,2.6517758317292714,343
