,acc,roc,eq_loss,eod,spd
0,0.7,0.7200000000000001,-0.24974355906520518,0.09280936454849498,0.12326388888888884
1,0.65,0.7611940298507462,-0.013808749813795762,-0.021317829457364268,-0.01215277777777779
2,0.78,0.8318452380952381,0.2803359131479443,-0.07407407407407407,-0.17647058823529416
3,0.71,0.7604166666666666,-0.061134107032248974,0.1280193236714975,0.057503506311360475
4,0.72,0.7385912698412699,-0.06239031614754287,0.07818181818181824,-0.0483516483516484
5,0.77,0.8391679350583461,-0.007254857373205692,-0.18787878787878787,-0.23684210526315785
6,0.65,0.7720488466757124,0.02799690240929742,-0.04761904761904767,-0.1972884525479196
7,0.66,0.7752409944190766,-0.24229378622983744,0.4249512670565302,0.3473585787751285
8,0.66,0.6818844099077223,0.13454974259188546,-0.2654761904761904,-0.23193473193473196
9,0.75,0.8092691622103386,-0.03517024384730666,-0.22115384615384615,-0.007352941176470562
