,acc,roc,eq_loss,eod,spd
0,0.76,0.7322666666666666,-0.18427892981427996,0.02006688963210701,0.04340277777777779
1,0.78,0.7589326096788783,-0.15047022425379852,0.07945736434108519,0.01909722222222221
2,0.8,0.8581349206349207,0.21029924245253817,0.01851851851851849,-0.16911764705882348
3,0.68,0.6853298611111112,-0.002088726150937026,0.0748792270531401,-0.01963534361851338
4,0.75,0.7643849206349207,-0.029018625182276547,0.043636363636363695,-0.0241758241758242
5,0.73,0.8138001014713344,0.014995814541879815,-0.13333333333333341,-0.21052631578947367
6,0.76,0.8168249660786975,-0.11877775626900827,-0.02947845804988669,-0.16316035530621786
7,0.76,0.791476407914764,-0.12324544956624894,0.23879142300194933,0.2052360916316036
8,0.75,0.6843127731908694,0.06953141601420065,-0.07499999999999996,-0.15850815850815847
9,0.79,0.8190730837789661,-0.06825962329721547,-0.0903846153846154,0.03308823529411764
