number,duration,params_C,params_Kmin,params_alpha,params_n_iterations
0,0 days 00:00:13.247018,9205.491502711971,20,0.8664055022244137,35
1,0 days 00:00:47.799301,9.902332193843144,34,0.8674246201418722,175
2,0 days 00:00:06.307820,0.01858575915433931,19,0.6091814654605865,17
3,0 days 00:00:05.398673,6.128158181494756,47,0.5981386880528475,13
4,0 days 00:00:10.537320,0.0004363408411411365,31,0.5969038965851089,56
5,0 days 00:00:49.274199,334.636872819002,44,0.32882149904339775,129
6,0 days 00:00:22.783115,49.99926828594533,17,0.7269259204884762,58
7,0 days 00:00:05.566706,0.5824293075867253,37,0.7507224890427265,12
8,0 days 00:02:48.765718,1050.693719465791,23,0.22357262063783817,456
9,0 days 00:00:07.468858,0.00038291996634449266,41,0.35681416630951446,39
10,0 days 00:01:01.426976,1529.5876119888308,41,0.7434711632108572,161
11,0 days 00:00:42.853402,0.00015711642326986824,43,0.7038818683032688,290
12,0 days 00:00:27.538152,0.008352838202601864,36,0.16046857967684885,76
13,0 days 00:00:01.616650,0.00011509092219069364,23,0.47074676525107817,10
14,0 days 00:00:37.269580,0.04093740231809595,45,0.4713871267614764,99
15,0 days 00:00:12.970183,143.8510463001737,10,0.7476277497105862,35
16,0 days 00:00:05.449038,0.17093086632106255,43,0.4340673091356346,12
17,0 days 00:01:52.968810,715.7731626255006,47,0.3820406525154726,297
18,0 days 00:00:50.795765,3.030412070703748,41,0.6984858352608693,133
19,0 days 00:00:07.193450,0.048003243405530825,33,0.34947938231516257,20
20,0 days 00:00:11.689930,0.2614717800371743,48,0.4877970634992915,31
21,0 days 00:00:04.036603,0.00016427865537270924,25,0.45304681625918986,22
22,0 days 00:00:07.119340,0.40858332517790064,13,0.5545983909394442,17
23,0 days 00:00:16.567733,1803.5326368982392,31,0.17887014646301652,68
24,0 days 00:00:30.541490,2.7820420534688215,16,0.7072957992162628,88
25,0 days 00:00:38.740828,6374.569025560292,32,0.5264964803858098,97
26,0 days 00:01:04.816255,0.00609033880985195,28,0.8976416738988092,230
27,0 days 00:00:37.822710,0.00018884696881283427,41,0.19387426098079877,246
28,0 days 00:03:08.491013,0.0632921260105053,18,0.6583117537107589,482
29,0 days 00:01:01.249843,0.14275218222939662,38,0.17159921866884548,155
30,0 days 00:00:22.430033,0.140211216372732,49,0.8537218744719114,58
31,0 days 00:00:03.111942,0.00010777911255229166,38,0.519672785761676,22
32,0 days 00:02:31.807057,255.68419917495572,22,0.845968062679418,403
33,0 days 00:01:29.878657,26.251958026036824,26,0.37471519231367967,239
34,0 days 00:00:07.551422,0.24145851220857442,12,0.21297172828708366,25
35,0 days 00:00:17.017620,6673.986951014796,26,0.5231335975756867,46
36,0 days 00:01:47.354444,0.4840178185225413,28,0.5193963245733147,280
37,0 days 00:00:12.615504,44.3892134634986,17,0.6872271253581437,32
38,0 days 00:01:10.332208,0.001108969940166898,10,0.3668730116760516,354
39,0 days 00:01:51.881227,11.399272437457519,23,0.797124421322172,300
40,0 days 00:00:06.580999,0.00040120356961563487,12,0.5546713300487912,36
41,0 days 00:02:50.868792,4.349395205825688,24,0.7834941976520903,478
42,0 days 00:00:07.873975,0.09668831092033803,35,0.22690909001918227,29
43,0 days 00:01:35.472765,0.0083138414872992,48,0.5238531975504808,291
44,0 days 00:00:40.028091,1060.4982113179249,30,0.8983427579590839,104
45,0 days 00:00:05.925749,8811.36504200543,42,0.41488289673557455,22
46,0 days 00:00:11.683059,0.0021132344885404306,39,0.8739392467167426,50
47,0 days 00:00:05.407419,0.0021268386553548306,25,0.6318996447906257,19
48,0 days 00:00:08.284507,13.268437344716574,18,0.31586748373622064,33
49,0 days 00:00:03.373041,0.0020844392757398095,39,0.6316247890869106,13
50,0 days 00:01:19.130249,2308.332109927838,44,0.3080850850792521,201
51,0 days 00:00:03.678306,0.23591406526036585,48,0.619594971349555,10
52,0 days 00:00:02.673867,0.00010787470865784367,43,0.3978547046729052,18
53,0 days 00:00:14.104343,83.46291589249323,31,0.5122073616060986,35
54,0 days 00:00:04.607758,0.12955840524629905,15,0.6793561432151562,11
55,0 days 00:00:06.334510,0.00128384616942568,19,0.6579193402060752,27
56,0 days 00:01:24.878776,94.68153030282609,33,0.7319464985662827,217
57,0 days 00:01:04.003463,0.0008304768017171908,38,0.36687641064212784,324
58,0 days 00:00:07.798016,0.004231034701597373,25,0.49716973158078315,25
59,0 days 00:00:22.371327,15.854786525939108,20,0.4766973803103125,55
60,0 days 00:00:05.615133,0.5236087348096209,49,0.8176344987787553,14
61,0 days 00:00:48.940771,0.24235138267812056,38,0.8982513096645448,129
62,0 days 00:00:10.918849,0.000361369341612514,22,0.5257465299576788,60
63,0 days 00:00:17.211637,13.145396086876515,31,0.10825244802688028,69
64,0 days 00:00:05.791942,7.1252566932889705,10,0.540573551404815,14
65,0 days 00:00:11.224094,0.00017178337016397259,11,0.8502089297168665,140
66,0 days 00:00:44.550972,5806.335257994739,26,0.8172001462393395,128
67,0 days 00:00:50.386076,135.8948327592644,30,0.7376734230370309,137
68,0 days 00:00:09.275303,0.001648026361419345,15,0.13714881027054712,38
69,0 days 00:01:22.150349,1090.8039321969497,13,0.30807730885621964,209
70,0 days 00:03:09.440017,9.354351523186306,11,0.7290188383355934,496
71,0 days 00:00:25.398668,0.0003429125105360874,48,0.22102593680982158,151
72,0 days 00:01:44.355166,0.2583180958260235,26,0.8119103612302497,277
73,0 days 00:00:05.204550,0.0003289277676817396,29,0.7368632155879284,41
74,0 days 00:01:20.612890,25.705635029291063,44,0.7549457306621263,266
75,0 days 00:02:31.332575,0.44145411596484607,19,0.823760860043368,405
76,0 days 00:00:14.619182,9.967318436649116,14,0.8316524768611745,48
77,0 days 00:03:00.860083,679.5095942227952,31,0.24464543426293775,480
78,0 days 00:00:49.185880,0.010257304922886686,26,0.3629945882818294,142
79,0 days 00:00:10.097404,0.011748536893414164,39,0.32321013554474853,25
80,0 days 00:00:59.052396,0.000977674542060281,11,0.16994888975737812,289
81,0 days 00:00:07.014823,0.8205845629162466,27,0.8396924745199599,15
82,0 days 00:00:04.742449,2336.78471976379,25,0.2398430959777727,14
83,0 days 00:00:41.708615,25.107610587837314,44,0.8458983540422657,108
84,0 days 00:00:06.609280,0.10918353940845917,20,0.26266313605784664,28
85,0 days 00:00:02.942227,0.00011934886651722461,24,0.8876387280961734,16
86,0 days 00:00:11.638136,0.00022295118443751345,20,0.1291962954161864,70
87,0 days 00:00:05.903077,128.8944867034316,45,0.34221848682173894,15
88,0 days 00:01:38.898131,87.30785859299459,41,0.4661443019853345,260
