,acc,bal_acc,roc,eq_loss,eod,spd,tpr_min,tpr_max,tpr_mean,pr_min,pr_max,pr_mean,bal_acc_min,bal_acc_max,bal_acc_mean
0,0.8266120777891505,0.8482153791755256,0.925989593932234,-0.1600351061395969,-0.038775510204081653,-0.24464781950154119,0.8571428571428571,0.8959183673469387,0.8765306122448979,0.19706242350061198,0.44171024300215317,0.31938633325138255,0.8251058151133637,0.8732081067721206,0.8491569609427421
1,0.8237461617195496,0.8451589823582115,0.9321697217590038,0.1791457261636465,0.05650904079020769,0.2924123467330071,0.8387096774193549,0.8952187182095626,0.8669641978144587,0.16351010101010102,0.45592244774310814,0.3097162743766046,0.8127948638502516,0.8825164982232683,0.8476556810367599
2,0.8398853398853399,0.8431182446879101,0.9287850253255083,-0.17151535645999758,-0.0303685610716119,-0.23217598006647613,0.8241206030150754,0.8544891640866873,0.8393048835508814,0.1743559017375674,0.40653188180404354,0.2904438917708055,0.8206105660148486,0.868863022595973,0.8447367943054108
3,0.8235053235053235,0.8405727914829615,0.9233744396685197,-0.1636301002730404,0.007262583267200529,-0.22067683085902184,0.872255489021956,0.8795180722891566,0.8758867806555564,0.20719602977667495,0.4278728606356968,0.3175344452061859,0.8202687136739737,0.874752120515256,0.8475104170946148
4,0.8288288288288288,0.8434841190262028,0.9303008233555009,-0.15511783362921328,-0.0960729144121395,-0.27834610290206474,0.7891566265060241,0.8852295409181636,0.8371930837120939,0.16110761485210826,0.43945371775417297,0.3002806663031406,0.8202859435947121,0.8506570202101449,0.8354714819024285
5,0.8159295659295659,0.8344488105120274,0.9228976003002647,-0.15255552198014885,0.02370754695080901,-0.17850145996172567,0.8664658634538153,0.8901734104046243,0.8783196369292198,0.23994894703254627,0.41845040699427194,0.32919967701340913,0.8201351290556452,0.8654597324619965,0.8427974307588209
6,0.8447993447993448,0.8326139491829646,0.9274456662525746,-0.1847587034254222,-0.09361674014102273,-0.27016054836380127,0.7289156626506024,0.8225324027916251,0.7757240327211137,0.12196639701306783,0.3921269453768691,0.2570466711949685,0.810122841677255,0.8384342365994164,0.8242785391383357
7,0.8087633087633087,0.8385319727781507,0.9249150612445557,-0.156714176517015,0.02921587475968135,-0.2125493651838862,0.8912386706948641,0.9204545454545454,0.9058466080747047,0.24019312009656005,0.45274248528044625,0.34646780268850313,0.8167025940761697,0.8805513780615064,0.848626986068838
8,0.8331285831285832,0.8325636364264357,0.91623133275844,-0.18039137037241204,0.016933707950489763,-0.22782164826605605,0.8292201382033564,0.8461538461538461,0.8376869921786012,0.17465130382049726,0.4024729520865533,0.2885621279535253,0.8106496730620742,0.8708331186562934,0.8407413958591838
9,0.8241195741195741,0.841884276054697,0.9261602156195204,0.16035092133316492,0.07593398157625386,0.2591427664782858,0.8125,0.8884339815762539,0.8504669907881269,0.1828817733990148,0.4420245398773006,0.3124531566381577,0.8187242181205843,0.857018156424581,0.8378711872725826
