,pr_0,tpr_0,bal_acc_0,roc_0,pr_1,tpr_1,bal_acc_1,roc_1,tpr,bal_acc,roc
0,0.4411764705882353,0.592741935483871,0.6582130730050935,0.7180956423316356,0.6382113821138211,0.7651006711409396,0.6609008510343873,0.725973846260292,0.6574307304785895,0.6656384421623717,0.725433055609378
1,0.6034858387799564,0.7530364372469636,0.6618955771140478,0.6989057367657169,0.6692015209125475,0.7933333333333333,0.6444542772861357,0.7435988200589971,0.7682619647355163,0.6564386746754505,0.7068591358263903
2,0.44353182751540043,0.6062992125984252,0.6701023959987834,0.7169494102936703,0.5361702127659574,0.6503496503496503,0.6458269990878687,0.7084220127698388,0.6221662468513854,0.6649292772718466,0.715260608409223
3,0.4762886597938144,0.6526717557251909,0.6918067298805326,0.7444801971724917,0.41350210970464135,0.5373134328358209,0.6424431241849007,0.6951528763947254,0.6136363636363636,0.6749163413273842,0.7264400136332653
4,0.5262054507337526,0.7272727272727273,0.7040618955512572,0.7567346579919114,0.5901639344262295,0.7142857142857143,0.6682539682539683,0.7053391053391053,0.7222222222222222,0.6934188034188034,0.7336402486402487
5,0.4492753623188406,0.5846774193548387,0.6391472203157172,0.6876544269045984,0.5252100840336135,0.6148648648648649,0.6185435435435436,0.6757132132132132,0.5959595959595959,0.6349028749028749,0.6832478632478636
6,0.5685071574642127,0.7198443579766537,0.6594911445055682,0.7361968334898699,0.5560344827586207,0.6546762589928058,0.6230370542275857,0.6677496712307572,0.696969696969697,0.646946386946387,0.7104351204351205
7,0.4752688172043011,0.6666666666666666,0.7004504504504505,0.7574797019241464,0.61328125,0.7189542483660131,0.6313217843771812,0.6755187511897964,0.6868686868686869,0.6803574203574203,0.7332439782439782
8,0.421505376344086,0.5836909871244635,0.6625351487346456,0.7408890779931923,0.6015625,0.6932515337423313,0.6261956593442839,0.6778811267233986,0.6287878787878788,0.659009324009324,0.7191647241647241
9,0.6153846153846154,0.7225806451612903,0.643899018232819,0.6876227208976157,0.43037974683544306,0.5850622406639004,0.6573379872847399,0.7011023453778071,0.6388888888888888,0.660982905982906,0.7052874902874904
