,pr_0,tpr_0,bal_acc_0,roc_0,pr_1,tpr_1,bal_acc_1,roc_1,tpr,bal_acc,roc
0,0.42540756690249154,0.8775510204081632,0.8236279980948786,0.9140006200630846,0.20991432068543453,0.8677248677248677,0.871924717599458,0.9437816956848099,0.8759623609923011,0.843524775759875,0.9267037967736678
1,0.21085858585858586,0.9032258064516129,0.8922423738981955,0.9596331933484086,0.44834898515601335,0.884028484231943,0.8102195915551432,0.9104575014241238,0.8870829769033362,0.8389935874828844,0.9267989854521312
2,0.3816485225505443,0.8101135190918473,0.8066596090561641,0.9069675065039372,0.201318154583583,0.8442211055276382,0.864967695620962,0.9454158547841247,0.8159246575342466,0.8258848260760576,0.9211780416414763
3,0.4223716381418093,0.8712574850299402,0.8235142050700361,0.9118514073175236,0.15446650124069478,0.8253012048192772,0.873923078204936,0.9557795497342065,0.8647260273972602,0.8488054248934633,0.9303327336803456
4,0.4182094081942337,0.8622754491017964,0.8190574803293544,0.9177158112906328,0.1749528005034613,0.8253012048192772,0.8631073838572845,0.9460540686992525,0.8570205479452054,0.8403778735420322,0.9295111292153884
5,0.3928248417244498,0.8393574297188755,0.8190755265785243,0.9117806858627964,0.2208040842373963,0.8728323699421965,0.8664735737802804,0.9430092634826382,0.844311377245509,0.8330574382862808,0.9202700540084991
6,0.3893805309734513,0.8175473579262214,0.8085098267203665,0.9039964539100378,0.1431238332296204,0.7831325301204819,0.8568681387590612,0.9484795531884651,0.8126603934987169,0.831498433626882,0.9226675662326569
7,0.4313603966532383,0.8680765357502518,0.8154169608026103,0.911454036807338,0.22993361496680748,0.9034090909090909,0.8767551869130195,0.9550787244490823,0.8733960650128315,0.8354867269882462,0.9237995456884731
8,0.4550231839258114,0.8795656465942744,0.8090447494897565,0.9027680655528534,0.20012128562765313,0.8717948717948718,0.8709275765538325,0.9416958627440878,0.8785286569717707,0.8349574644212825,0.9186769702279731
9,0.19088669950738915,0.8229166666666666,0.8583857076350092,0.9381965054702048,0.4147239263803681,0.8648925281473899,0.8214081563207383,0.911543915666999,0.8579982891360137,0.8403046627375896,0.9245320165283738
