,acc,roc,eq_loss,eod,spd
0,0.8149437052200614,0.9123583894040985,-0.23254950629862803,-0.1160822416453865,-0.32066781915893117
1,0.8313203684749232,0.9275404906213687,0.18301363797906942,0.06974452770074924,0.3000553190770582
2,0.8404995904995906,0.9262799658805709,-0.19370190190785117,-0.09678076172921535,-0.2916978086041436
3,0.8396805896805897,0.9257828786857754,-0.16426821596590518,-0.08201640683262901,-0.2794477528102629
4,0.8544226044226044,0.9316431806715099,-0.1629728838766893,-0.07590567471710863,-0.25450952507417596
5,0.8167485667485668,0.8513919976592789,0.21852271728808315,0.11558927867560109,0.24574210501269128
6,0.8316953316953317,0.9228320654309081,-0.179524758564175,-0.11992225461613226,-0.30426659714980886
7,0.8306715806715806,0.9248541598945826,-0.17138505207754856,-0.1356523696949229,-0.31807966679233324
8,0.838042588042588,0.9336549032446056,-0.17762461597337537,-0.08293780504186632,-0.2893593417082304
9,0.8394758394758395,0.9283603913112057,-0.17021173734254533,-0.1814084507042254,-0.32263114481897603
