,acc,bal_acc,roc,eq_loss,eod,spd
0,0.6551246537396122,0.6668668862623522,0.7083472195310986,-0.0024591039710440965,0.15235981814245503,0.171858987497438
1,0.45013850415512463,0.5,0.6245882580895176,-0.00695987917538643,0.0,0.0
2,0.45013850415512463,0.5,0.5,0.0,0.0,0.0
3,0.4515235457063712,0.5,0.6938131313131313,0.005202649422067829,0.0,0.0
4,0.6796116504854369,0.6848873348873349,0.7495881895881896,0.004051372095816075,0.029515938606847647,0.11540708664123456
5,0.624133148404993,0.6285897435897436,0.6756254856254856,-0.03180618862979301,0.03955972101133387,0.0800146145414688
6,0.6421636615811374,0.6430730380730381,0.6970823620823621,0.018027677341506454,0.0764493463594883,0.11994922784006767
7,0.4507628294036061,0.5,0.5,1.1102230246251565e-16,0.0,0.0
8,0.6615811373092927,0.6681973581973581,0.7316045066045066,0.0005715390143282706,0.11506358777218995,0.1814600134408602
9,0.6588072122052705,0.660982905982906,0.7073154623154624,0.01181902916165567,-0.13751840449738983,-0.18500486854917236
