,pr_0,tpr_0,bal_acc_0,roc_0,pr_1,tpr_1,bal_acc_1,roc_1,tpr,bal_acc,roc
0,0.3697478991596639,0.5201612903225806,0.6570104697226938,0.7238168505942275,0.6016260162601627,0.7315436241610739,0.6647408842454854,0.7165294402546185,0.5994962216624685,0.667440418523542,0.7244603758961441
1,0.5904139433551199,0.7206477732793523,0.6409842639981667,0.6888033763654419,0.7072243346007605,0.8333333333333334,0.6467551622418879,0.7301474926253688,0.7632241813602015,0.6446890137570238,0.7028715365239295
2,0.39630390143737165,0.5511811023622047,0.6618566456017032,0.7194332736304958,0.5234042553191489,0.6363636363636364,0.6442687747035574,0.7168212222560048,0.5818639798488665,0.6601627591552025,0.7209184266614997
3,0.5587628865979382,0.7404580152671756,0.6975832677232738,0.740235511587307,0.6540084388185654,0.7611940298507462,0.6233154615273149,0.6838863932763368,0.7474747474747475,0.6743508706698891,0.7204328561690525
4,0.42138364779874216,0.6157024793388429,0.697212941797081,0.7584842623527341,0.5409836065573771,0.6493506493506493,0.6468975468975469,0.7095238095238094,0.6287878787878788,0.6851631701631702,0.751064491064491
5,0.463768115942029,0.6088709677419355,0.6491163349347975,0.6928792038435141,0.5336134453781513,0.6283783783783784,0.6253003003003004,0.6758258258258258,0.6161616161616161,0.6434654234654235,0.6932323232323232
6,0.43149284253578735,0.5953307392996109,0.6726653696498055,0.7471655709110425,0.5474137931034483,0.6402877697841727,0.6158428096232691,0.6592403496557593,0.6111111111111112,0.6578632478632479,0.7188189588189589
7,0.36989247311827955,0.551440329218107,0.6901345790234679,0.7462740518296075,0.48046875,0.5751633986928104,0.617678786725046,0.6782156228187068,0.5606060606060606,0.667995337995338,0.7277272727272728
8,0.4064516129032258,0.5622317596566524,0.6561158798283262,0.7121596122539589,0.5703125,0.6809815950920245,0.6523187545352596,0.676067022890692,0.6111111111111112,0.6624786324786325,0.7086480186480186
9,0.6032388663967612,0.7032258064516129,0.6342215988779804,0.6887096774193548,0.43037974683544306,0.5767634854771784,0.6488967641978167,0.7128826598756968,0.6262626262626263,0.6515928515928516,0.7135780885780885
